lease_bf_plaza_clean.plazaid,lease_bf_plaza_clean.companyid,lease_bf_plaza_clean.plazacode,lease_bf_plaza_clean.plazaname,lease_bf_plaza_clean.shortname,lease_bf_plaza_clean.operationcenterid,lease_bf_plaza_clean.operationcenter,lease_bf_plaza_clean.regionalcompanyid,lease_bf_plaza_clean.regionalcompany,lease_bf_plaza_clean.plazatype,lease_bf_plaza_clean.opendate,lease_bf_plaza_clean.provinceid,lease_bf_plaza_clean.cityid,lease_bf_plaza_clean.countyid,lease_bf_plaza_clean.plazaadress,lease_bf_plaza_clean.ownercompanyid,lease_bf_plaza_clean.businesscompanyid,lease_bf_plaza_clean.propertycompanyid,lease_bf_plaza_clean.plazalevel,lease_bf_plaza_clean.plazaclass,lease_bf_plaza_clean.assettype,lease_bf_plaza_clean.classification,lease_bf_plaza_clean.areaofbuildingtotal,lease_bf_plaza_clean.businessareaofbuilding,lease_bf_plaza_clean.areaofsupporting,lease_bf_plaza_clean.floorovergroundcount,lease_bf_plaza_clean.floorundergroundcount,lease_bf_plaza_clean.parkcount,lease_bf_plaza_clean.mapscalelocationx,lease_bf_plaza_clean.mapscalelocationy,lease_bf_plaza_clean.innerpedestrianarea,lease_bf_plaza_clean.mainarea,lease_bf_plaza_clean.secmainarea,lease_bf_plaza_clean.outdoorarea,lease_bf_plaza_clean.firstmainarea,lease_bf_plaza_clean.firstsecmainarea,lease_bf_plaza_clean.firstotherarea,lease_bf_plaza_clean.firstoutdoorarea,lease_bf_plaza_clean.firstofficebuildingarea,lease_bf_plaza_clean.firstbarstreetarea,lease_bf_plaza_clean.isvalid,lease_bf_plaza_clean.recordstatus,lease_bf_plaza_clean.createuserid,lease_bf_plaza_clean.createdate,lease_bf_plaza_clean.modifyuserid,lease_bf_plaza_clean.modifydate,lease_bf_plaza_clean.fromtable,lease_bf_plaza_clean.fromrecordid,lease_bf_plaza_clean.firstmaininnerarea,lease_bf_plaza_clean.firstmainrentarea,lease_bf_plaza_clean.firstsecmaininnerarea,lease_bf_plaza_clean.firstsecmainrentarea,lease_bf_plaza_clean.firstotherinnerarea,lease_bf_plaza_clean.firstotherrentrentarea,lease_bf_plaza_clean.firstoutdoorinnerarea,lease_bf_plaza_clean.firstoutdoorrentarea,lease_bf_plaza_clean.firstofficebuildinginnerarea,lease_bf_plaza_clean.firstofficebuildingrentarea,lease_bf_plaza_clean.firstbarstreetrentarea,lease_bf_plaza_clean.firstbarstreetinnerarea,lease_bf_plaza_clean.assetareaamt,lease_bf_plaza_clean.upareaofbuilding,lease_bf_plaza_clean.downareaofbuilding,lease_bf_plaza_clean.adscount,lease_bf_plaza_clean.datafrominfo,lease_bf_plaza_clean.frominfo,lease_bf_plaza_clean.workflowstatus,lease_bf_plaza_clean.plazaposition
1001153,5438,FJSM,福建三明万达广场,福建三明,5563,东南运营中心,4636,福州区域商管公司,BUSINESSCENTER,2016-12-30 00:00:00.0,29,65,,,3255,3470,3470,3B,3B,DIRECTINVESTMENT,D类,130637.26,88316.08,42321.18,5,0,845,88316.08,64521.39,,,,,28500,0,57156.73,0,,,,ACTIVE,1,2015-10-26 15:14:17.36859,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001153,,,,,,,,,,,,,,130637.26,0,128,租赁系统,,APPROVED,城市-全客层-购物中心
1001154,5455,LA,六安万达广场,安徽六安,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2016-12-31 00:00:00.0,28,48,,,3282,3481,3481,3A,3A,DIRECTINVESTMENT,C类,145161.58,98958.96,46202.62,4,3,875,98958.96,68421.07,,,,,29400,0,37201.39,0,,,,ACTIVE,1,2015-10-26 15:14:36.244953,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001154,,,,,,,,,,,,,,123359.93,21801.65,71,租赁系统,,APPROVED,城市-全客层-购物中心
1001155,5464,YY,益阳万达广场,湖南益阳,5395,中南运营中心,5509,长沙区域商管公司,BUSINESSCENTER,2017-06-23 00:00:00.0,31,194,2142,益阳市赫山区益阳大道与罗溪路交汇处万达广场,3449,3618,0,3A,3A,DIRECTINVESTMENT,C类,131313.47,88359.17,42954.3,4,2,750,88359.17,64586.95,,,,,29200,0,58346.91,0,,,,ACTIVE,1,2015-10-26 15:14:55.121316,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001155,,,,,,,,,,,,,,97230.42,34083.05,79,租赁系统,,APPROVED,城市-全客层-购物中心
1001156,5465,LZLN,柳州柳南万达广场,柳州柳南,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2016-12-31 00:00:00.0,38,108,,,3452,3468,3468,3A,3A,DIRECTINVESTMENT,D类,130201.81,88891.05,41310.76,5,0,768,88891.05,63081.23,,,,,27200,0,35284.45,0,,,,ACTIVE,1,2015-10-26 15:15:11.376829,1,2018-06-04 23:14:58.0,BF_PLAZA,1001156,0,26700,0,0,35284.45,35284.45,0,0,,,,,,130201.81,0,136,,,APPROVED,
1001184,5484,HFWDM,合肥万达茂,合肥万达茂,5395,中南运营中心,4655,合肥区域商管公司,WANDAMAU,2016-09-24 00:00:00.0,28,60,1388,,4937,3245,3245,,,DEVELOPMENT,D类,139273.71,125051.35,14222.36,4,1,910,125051.35,86187.29,,,,,40900,0,79945.74,0,,,,ACTIVE,45537,2015-11-02 09:42:13.672199,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001184,,,,,,,,,,,,,,118028.21,21245.5,26,租赁系统,,APPROVED,城市-全客层-购物中心
1000985,5408,DY,东营万达广场,山东东营,5503,华北运营中心,5315,济南区域商管公司,BUSINESSCENTER,2015-08-15 00:00:00.0,27,284,1710,山东省东营市东营区,2809,2919,2919,3B,3B,DEVELOPMENT,C类,155100,95756.7,59343.3,5,2,1180,,,,,,,34056.81,10461.65,51036.94,616.25,,,,ACTIVE,45537,2014-12-31 13:59:31.118052,1,2018-06-04 23:14:58.0,BF_PLAZA,1000985,,,,,,,,,,,,,,145095.4,10004.6,201,租赁系统,,APPROVED,
1000705,5386,CZWJ,常州武进万达广场,常州武进,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2014-08-08 00:00:00.0,19,221,1275,,2088,2387,2387,3A,3A,DEVELOPMENT,D类,120085,91773.56,28311.44,5,1,824,,,,,,,49024.46,2903.01,39350.53,835.98,,,,ACTIVE,30496,2013-12-10 14:05:01.806995,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000705,,,,,,,,,,,,,,110273.1,9811.9,54,租赁系统,,APPROVED,区域-家庭-购物中心
1000708,5379,MAS,马鞍山万达广场,安徽马鞍山,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2014-09-19 00:00:00.0,28,47,1412,,2086,2423,2423,3B,3B,DEVELOPMENT,D类,162919,94468.39,68450.61,5,1,921,,,,,,,48272.05,4911.62,41284.72,0,,,,ACTIVE,30496,2013-12-10 14:19:46.229133,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000708,,,,,,,,,,,,,,152698.83,10220.17,88,租赁系统,,APPROVED,城市-家庭-购物中心
1000765,5375,LZCG,兰州城关万达广场,兰州城关,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2014-10-24 00:00:00.0,37,75,3027,,555,2043,2043,2A,2A,DEVELOPMENT,A类,177982,104588.24,73393.76,6,2,750,,,,,,,62743,0,1827.63,0,,,,ACTIVE,45537,2014-01-24 15:01:17.632191,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000765,,,,,,,,,,,,,,166788,11194,108,租赁系统,,APPROVED,城市-全客层-购物中心
1000773,5387,YTZF,烟台芝罘万达广场,烟台芝罘,5503,华北运营中心,5506,青岛区域商管公司,BUSINESSCENTER,2014-11-21 00:00:00.0,27,280,1727,,1010,2383,2383,3A,3A,DEVELOPMENT,B类,185860,105351.17,80508.83,6,1,1367,,,,,,,56516.62,3782,44249.95,802.6,,,,ACTIVE,30496,2014-01-24 17:11:36.780035,44841,2018-06-04 23:14:58.0,BF_PLAZA,1000773,40867.67,53827.96,3453.8,3235.1,22608.91,23033.91,802.6,802.6,,,,,,173712.67,12147.33,90,,,APPROVED,
1000884,5399,ZJJX,浙江嘉兴万达广场,浙江嘉兴,5563,东南运营中心,5516,杭州区域商管公司,BUSINESSCENTER,2015-06-12 00:00:00.0,17,375,,,2727,2922,2922,3A,3A,DEVELOPMENT,C类,144360,91441.85,52918.15,5,2,1064,,,,,,,26209.6,9370.32,55404.62,457.31,,,,ACTIVE,45537,2014-08-14 13:52:11.183679,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000884,,,,,,,,,,,,,,133326.73,11033.27,119,租赁系统,,APPROVED,区域-全客层-购物中心
1000887,5402,HBHS,湖北黄石万达广场,湖北黄石,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2015-07-03 00:00:00.0,30,183,1984,,2739,3027,3027,3B,3B,DEVELOPMENT,B类,149984,83917.88,66066.12,5,1,1121,,,,,,,39388.19,3760.69,40555.11,1277.44,,,,ACTIVE,45537,2014-08-15 17:12:08.512752,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000887,,,,,,,,,,,,,,140251.73,9732.27,68,租赁系统,,APPROVED,城市-全客层-购物中心
1000904,5403,GZLG,广州萝岗万达广场,广州萝岗,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2015-07-17 00:00:00.0,18,103,,,2744,2931,2931,1C,1C,DEVELOPMENT,A类,191500,93588.77,97911.23,5,2,2671,,,,,,,44856.54,4564.05,43991.98,176.2,,,,ACTIVE,45537,2014-08-20 09:16:09.169402,1,2018-06-04 23:14:58.0,BF_PLAZA,1000904,41356.9,44576.18,4465.11,4448.79,21987.37,21987.37,130.49,130.49,,,,,,181508.51,9991.49,109,,,APPROVED,
1000907,5405,AY,安阳万达广场,河南安阳,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2015-07-25 00:00:00.0,23,156,,,2444,2892,2892,3B,3B,DEVELOPMENT,C类,144080,91248.3,52831.7,5,1,829,,,,,,,37275.74,6043.22,47213.86,715.48,,,,ACTIVE,45537,2014-08-20 17:39:25.155877,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000907,,,,,,,,,,,,,,134372.6,9707.4,233,租赁系统,,APPROVED,城市-家庭-购物中心
1001012,5419,LZCZ,柳州城中万达广场,柳州城中,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2015-11-27 00:00:00.0,38,108,,,2891,2903,2903,3A,3A,DEVELOPMENT,B类,164392,93050.34,71341.66,5,1,1349,,,,,,,40188,9722,42291.35,848.99,,,,ACTIVE,45537,2015-01-04 18:26:31.808058,1,2018-06-04 23:14:58.0,BF_PLAZA,1001012,38143,40064,8721,9455,22566.18,22566.18,848.99,848.99,,,,,,154119,10273,85,,,APPROVED,
1001066,5432,QDTDL,青岛台东路万达广场,青岛台东路,5503,华北运营中心,5506,青岛区域商管公司,BUSINESSCENTER,2003-09-25 00:00:00.0,27,275,1685,,3003,659,659,2A,2A,DEVELOPMENT,A类,38605,27764.39,10840.61,3,0,191,,,,,,,27764.39,0,0,0,,,,ACTIVE,1,2015-10-13 14:17:54.585216,1,2018-06-04 23:14:58.0,BF_PLAZA,1001066,,27747.35,0,0,0,0,0,0,,,,,,38605,0,78,,,APPROVED,
1001084,5445,CDSD,成都蜀都万达广场,成都蜀都,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2016-04-29 00:00:00.0,22,323,,,2823,3128,3128,2C,2C,DEVELOPMENT,B类,177572,107509,70063,5,1,1254,107509,78879.63,,,,,46418.12,6266.9,54508.28,315.7,,,,ACTIVE,45537,2015-10-15 17:25:57.733696,1,2018-06-04 23:14:58.0,BF_PLAZA,1001084,45408,46418.12,6157,6266.9,25954.84,25954.84,239.77,239.77,,,,,,167373.18,10198.82,82,,,APPROVED,
1001114,5426,TL,通辽万达广场,内蒙古通辽,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2016-07-22 00:00:00.0,43,252,1119,内蒙古省通辽市科尔沁区,2734,3131,3131,3B,3B,DEVELOPMENT,C类,158003.71,88771.16,69232.55,5,1,946,88771.16,66927.09,,,,,41305.4,4669.4,42505.03,291.33,,,,ACTIVE,1,2015-10-26 14:57:07.077977,52585,2018-06-04 23:14:58.0,BF_PLAZA,1001114,,,,,,,,,,,,,,147803,10200.71,70,租赁系统,,APPROVED,城市-全客层-购物中心
1001115,5481,XN,西宁万达广场,青海西宁,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2016-07-29 00:00:00.0,40,264,,,2729,3026,3026,3A,3A,DEVELOPMENT,B类,188100,92536.17,95563.83,5,1,966,92536.17,71291.89,,,,,51500,0,39403.58,260,,,,ACTIVE,1,2015-10-26 14:58:33.53484,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001115,,,,,,,,,,,,,,178228.75,9871.25,70,租赁系统,,APPROVED,城市-家庭-购物中心
1001126,5476,LS,乐山万达广场,四川乐山,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2016-09-23 00:00:00.0,22,312,,,3303,3440,3440,3A,3A,DIRECTINVESTMENT,C类,130143.3,88335.25,41808.05,5,0,752,88335.25,64461.35,,,,,29800,0,57126.56,0,,,,ACTIVE,1,2015-10-26 15:04:10.470119,1,2018-06-04 23:14:58.0,BF_PLAZA,1001126,0,28800,0,0,33461.03,33461.03,0,0,,,,,,130143.3,0,66,,,APPROVED,
1001127,5477,MZ,梅州万达广场,广东梅州,5396,华南运营中心,5512,东莞区域商管公司,BUSINESSCENTER,2016-09-23 00:00:00.0,18,88,,,3313,3212,3212,3A,3A,DIRECTINVESTMENT,D类,129952.22,88597.02,41355.2,5,0,852,88597.02,64497.42,,,,,26688.68,1470.47,60437.87,0,,,,ACTIVE,1,2015-10-26 15:04:33.184156,1,2018-06-04 23:14:58.0,BF_PLAZA,1001127,24344.5,26688.68,1295.94,1470.47,36338.27,36338.27,0,0,,,,,,129952.22,0,70,,,APPROVED,
1001128,5468,ZZTSQ,漳州台商区万达广场,漳州台商,5563,东南运营中心,5513,厦门区域商管公司,BUSINESSCENTER,2017-01-06 00:00:00.0,29,68,1540,,2897,3233,3233,3B,3B,DEVELOPMENT,D类,144747.96,86629.96,58118,5,1,831,86629.96,55638.99,,,,,44100,0,21194.98,0,,,,ACTIVE,1,2015-10-26 15:05:01.311497,50356,2018-06-04 23:14:58.0,BF_PLAZA,1001128,0,43050,0,0,21194.98,21194.98,0,0,,,,,,135019.17,9728.79,21,,,APPROVED,
1001131,5452,SN,遂宁万达广场,四川遂宁,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2016-10-21 00:00:00.0,22,315,,,3067,3162,3162,3A,3A,DEVELOPMENT,C类,157000,90872.74,66127.26,5,1,1331,90872.74,66536.59,,,,,41300,0,45670.72,834.92,,,,ACTIVE,1,2015-10-26 15:06:10.732832,1,2018-06-04 23:14:58.0,BF_PLAZA,1001131,0,40300,0,0,23568.4,23568.4,834.92,834.92,,,,,,146688.99,10311.01,142,,,APPROVED,
1001146,5437,BJHF,北京槐房万达广场,北京槐房,5503,华北运营中心,4402,北京区域商管公司,BUSINESSCENTER,2016-12-22 00:00:00.0,13,381,416,,3479,3479,3479,1B,1B,COOPERATION,C类,188787.45,118714.17,70073.28,5,2,1464,118714.17,84519.82,,,,,37600,0,77696.75,0,,,,ACTIVE,1,2015-10-26 15:11:49.290543,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001146,,,,,,,,,,,,,,176750.74,12036.71,86,租赁系统,,APPROVED,区域-全客层-购物中心
1001164,5482,NCWDM,南昌万达茂,南昌万达茂,5395,中南运营中心,5321,南昌区域商管公司,WANDAMAU,2016-05-28 00:00:00.0,33,227,,,4140,3413,3413,,,DEVELOPMENT,D类,140368.79,127225.07,13143.72,3,1,3032,0,0,,,,,39500,0,40706,0,,,,ACTIVE,45537,2015-10-30 14:33:02.439542,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001164,,,,,,,,,,,,,,121544.08,18824.71,49,租赁系统,,APPROVED,城市-全客层-购物中心
1001284,5489,QY,清远万达广场,广东清远,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2016-12-29 00:00:00.0,18,89,,,3455,3642,3642,3A,3A,DIRECTINVESTMENT,C类,126600,98384.4,28215.6,5,0,722,98384.4,70795.95,,,,,26350,0,0,0,,,,ACTIVE,45537,2016-01-22 11:36:28.328032,1,2018-06-04 23:14:58.0,BF_PLAZA,1001284,26350,26350,0,0,0,0,0,0,,,,,,126600,0,72,,,APPROVED,
1001285,5487,DLPL,大连普兰店万达广场,大连普兰店,5502,东北运营中心,5504,大连区域商管公司,BUSINESSCENTER,2017-07-29 00:00:00.0,24,242,,,3388,4440,4440,2C,2C,DIRECTINVESTMENT,D类,87819.57,80733.2,7086.37,4,0,574,80733.2,55900.31,,,,,0,0,0,0,,,,ACTIVE,45537,2016-01-22 11:37:25.019522,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001285,,,,,,,,,,,,,,87819.57,0,75,租赁系统,,APPROVED,城市-家庭-购物中心
1001286,5488,DLZH,大连庄河万达广场,大连庄河,5502,东北运营中心,5504,大连区域商管公司,BUSINESSCENTER,2017-08-18 00:00:00.0,24,242,,,4209,4439,4439,2C,2C,DIRECTINVESTMENT,D类,87586.72,80111.29,7475.43,4,0,410,80111.29,55557.74,,,,,0,0,0,0,,,,ACTIVE,45537,2016-01-22 11:38:20.02618,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001286,,,,,,,,,,,,,,87586.72,0,42,租赁系统,,APPROVED,城市-全客层-购物中心
1001364,5494,BH,北海万达广场,广西北海,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2017-05-27 00:00:00.0,38,116,2390,,3386,3650,3650,3B,3B,DIRECTINVESTMENT,C类,108067.27,98344.88,9722.39,5,0,801,98344.88,67944.56,,,,,0,0,0,0,,,,ACTIVE,46720,2016-08-23 15:37:17.109468,46720,2018-06-04 23:14:58.0,BF_PLAZA,1001364,0,0,0,0,0,0,0,0,,,,,,108067.27,0,65,,,APPROVED,
1001384,5520,XYLC,咸阳丽彩万达广场,咸阳丽彩,5565,西北运营中心,4333,西安区域商管公司,BUSINESSCENTER,2017-01-20 00:00:00.0,36,301,2947,,6265,6265,0,3A,3A,COOPERATION,C类,88832.96,87545.92,1287.04,5,1,0,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-09-13 16:02:45.458772,54749,2018-06-04 23:14:58.0,BF_PLAZA,1001384,,,,,,,,,,,,,,67157.35,21675.61,33,租赁系统,,APPROVED,城市-全客层-购物中心
1001404,5497,NNWDM,南宁万达茂,南宁万达茂,5396,华南运营中心,5514,南宁区域商管公司,WANDAMAU,2017-06-17 00:00:00.0,38,113,2347,,3046,6221,6221,,,DEVELOPMENT,D类,111007.72,95485.49,15522.23,0,0,2007,95485.49,64866.08,,,,,0,0,0,0,,,,ACTIVE,49884,2016-09-18 17:39:42.095516,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001404,,,,,,,,,,,,,,100318.78,10688.94,64,租赁系统,,APPROVED,城市-全客层-购物中心
1001405,5495,NNJN,南宁江南万达广场,南宁江南,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2017-06-23 00:00:00.0,38,113,2346,,3270,3380,3380,2A,2A,DEVELOPMENT,C类,135834.56,102647.83,33186.73,5,1,1242,102647.83,74079.39,,,,,0,0,0,0,,,,ACTIVE,49884,2016-09-18 17:41:55.992891,47355,2018-06-04 23:14:58.0,BF_PLAZA,1001405,0,0,0,0,0,0,0,0,,,,,,125848.83,9985.73,107,,,APPROVED,
1001424,5523,WLMQDH,乌鲁木齐德汇万达广场,乌鲁木齐德汇,5565,西北运营中心,5510,乌鲁木齐区域商管公司,BUSINESSCENTER,2018-01-28 00:00:00.0,41,339,,,4652,4652,0,2A,2A,COOPERATION,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-19 15:50:29.398947,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001424,,,,,,,,,,,,,,0,0,0,租赁系统,,APPROVED,城市-全客层-购物中心
1001425,5518,JSZ,金沙洲万达广场,广州金沙洲,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2017-06-30 00:00:00.0,18,103,,,3554,3577,3577,1B,1B,DEVELOPMENT,C类,110558.06,104070.06,6488,6,0,0,104070.06,75096,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-19 15:59:00.858061,1,2018-06-04 23:14:58.0,BF_PLAZA,1001425,,,,,,,,,,,,,,110558.06,0,95,租赁系统,,APPROVED,区域-时尚-购物中心
1001444,5500,JZ,晋中万达广场,山西晋中,5618,华中运营中心,5508,太原区域商管公司,BUSINESSCENTER,2017-08-18 00:00:00.0,21,298,728,,3641,4470,4470,3B,3B,DIRECTINVESTMENT,D类,106834.99,97916.82,8918.17,5,0,654,97916.82,68105.3,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 15:05:05.090072,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001444,,,,,,,,,,,,,,106834.99,0,55,租赁系统,,APPROVED,城市-全客层-购物中心
1001464,5493,XH,西湖万达广场,南昌西湖,5395,中南运营中心,5321,南昌区域商管公司,BUSINESSCENTER,2017-06-23 00:00:00.0,33,227,,,3402,3537,0,2A,2A,DIRECTINVESTMENT,C类,139907.25,109525.5,30381.75,5,0,895,109525.500006,74146.560006,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 15:53:54.639209,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001464,,,,,,,,,,,,,,139907.25,0,89,租赁系统,,APPROVED,区域-家庭-购物中心
1001484,5491,ZZ,枣庄万达广场,山东枣庄,5503,华北运营中心,5315,济南区域商管公司,BUSINESSCENTER,2017-06-29 00:00:00.0,27,281,,,3372,3671,3671,3A,3A,DIRECTINVESTMENT,C类,114844.62,88142.81,26701.81,5,0,763,88142.81,62827.11,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 16:16:14.283771,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001484,0,0,0,0,0,0,0,0,,,,,,114844.62,0,57,,,APPROVED,
1001485,5501,YC,盐城万达广场,江苏盐城,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2017-06-29 00:00:00.0,19,217,,,3474,4408,4408,3A,3A,DIRECTINVESTMENT,D类,146072.16,103148.12,42924.04,5,0,807,103148.12,68532.53,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 16:20:25.604604,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001485,,,,,,,,,,,,,,146072.16,0,83,租赁系统,,APPROVED,城市-全客层-购物中心
1001504,5498,JJ,九江万达广场,江西九江,5395,中南运营中心,5321,南昌区域商管公司,BUSINESSCENTER,2017-07-08 00:00:00.0,33,232,,,3434,3143,0,3B,3B,DIRECTINVESTMENT,C类,130110.2,88497.41,41612.79,4,2,787,88497.41,64138.98,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 16:35:38.112952,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001504,,,,,,,,,,,,,,94910.65,35199.55,58,租赁系统,,APPROVED,城市-全客层-购物中心
1001505,5517,YA,雅安万达广场,四川雅安,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2017-07-21 00:00:00.0,22,316,,,3662,4369,0,3B,3B,DIRECTINVESTMENT,D类,97140.37,88020.63,9119.74,5,0,638,88020.63,60500.91,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 16:41:30.804534,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001505,0,0,0,0,0,0,0,0,,,,,,97140.37,0,86,,,APPROVED,
1001507,5521,JZ,锦州万达广场,辽宁锦州,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2017-09-01 00:00:00.0,24,247,,,4207,4469,4469,3A,3A,DIRECTINVESTMENT,C类,131001,99028.85,31972.15,10,0,612,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 16:48:13.261073,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001507,0,0,0,0,0,0,0,0,,,,,,131001,0,114,,,APPROVED,
1001524,5519,PDS,平顶山万达广场,河南平顶山,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2017-11-24 00:00:00.0,23,153,1851,,3663,4609,4609,3B,3B,DIRECTINVESTMENT,C类,130161.81,98932.1,31229.71,5,0,800,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 17:02:49.717128,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001524,,,,,,,,,,,,,,130161.81,0,78,租赁系统,,APPROVED,城市-全客层-购物中心
1001525,5499,HSHMQ,呼市回民区万达广场,呼市回民区,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2017-08-25 00:00:00.0,43,259,1086,内蒙古呼和浩特市成吉思汗西街72号（与阿拉善北路交叉口）,3071,3450,0,2B,2B,DEVELOPMENT,D类,152273.55,88628.31,63645.24,5,0,720,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 17:05:17.48317,32853,2018-06-04 23:14:58.0,BF_PLAZA,1001525,,,,,,,,,,,,,,152273.55,0,93,租赁系统,,APPROVED,区域-家庭-购物中心
1000388,4643,ZZEQ,郑州二七万达广场,郑州二七,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2012-10-13 00:00:00.0,23,155,,,1049,1005,1005,2B,2B,DEVELOPMENT,A类,172030,112272.06,59757.94,5,1,1200,,,40992.5,65916,6679,0,66533.28,6554,39184.78,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000388,,,,,,,,,,,,,,155551.2,16478.8,100,租赁系统,,APPROVED,区域-全客层-购物中心
1000394,4645,MYFC,绵阳涪城万达广场,绵阳涪城,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2012-12-21 00:00:00.0,22,310,,涪城区花园路9号,1072,1021,1021,3A,3A,DEVELOPMENT,A类,167549,112185.4,55363.6,5,2,1060,,,43000,64200,3300,0,73224.62,0,30005.82,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000394,,68515.17,0,0,,22625.76,0,0,,,,,,150326.18,17222.82,58,,,APPROVED,
1000395,5323,JSTC,江苏太仓万达广场,江苏太仓,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2012-12-07 00:00:00.0,19,212,,,951,1207,1207,3C,3C,DEVELOPMENT,C类,169998,111940.38,58057.62,5,1,969,,,40800,63400,7600,0,59335.02,5349,47789.25,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000395,,,,,,,,,,,,,,154198.25,15799.75,90,租赁系统,,APPROVED,区域-全客层-购物中心
1000483,5336,WHHJWD,武汉汉街万达广场,武汉汉街,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2013-09-28 00:00:00.0,30,179,,,593,941,941,2A,2A,DEVELOPMENT,B类,132822,97303.9,35518.1,5,1,656,,,13100,81000,0,0,39305.48,0,58082.07,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000483,,,,,,,,,,,,,,123688.05,9133.95,63,租赁系统,,APPROVED,城市-时尚-购物中心
