lease_bf_plaza_clean.plazaid,lease_bf_plaza_clean.companyid,lease_bf_plaza_clean.plazacode,lease_bf_plaza_clean.plazaname,lease_bf_plaza_clean.shortname,lease_bf_plaza_clean.operationcenterid,lease_bf_plaza_clean.operationcenter,lease_bf_plaza_clean.regionalcompanyid,lease_bf_plaza_clean.regionalcompany,lease_bf_plaza_clean.plazatype,lease_bf_plaza_clean.opendate,lease_bf_plaza_clean.provinceid,lease_bf_plaza_clean.cityid,lease_bf_plaza_clean.countyid,lease_bf_plaza_clean.plazaadress,lease_bf_plaza_clean.ownercompanyid,lease_bf_plaza_clean.businesscompanyid,lease_bf_plaza_clean.propertycompanyid,lease_bf_plaza_clean.plazalevel,lease_bf_plaza_clean.plazaclass,lease_bf_plaza_clean.assettype,lease_bf_plaza_clean.classification,lease_bf_plaza_clean.areaofbuildingtotal,lease_bf_plaza_clean.businessareaofbuilding,lease_bf_plaza_clean.areaofsupporting,lease_bf_plaza_clean.floorovergroundcount,lease_bf_plaza_clean.floorundergroundcount,lease_bf_plaza_clean.parkcount,lease_bf_plaza_clean.mapscalelocationx,lease_bf_plaza_clean.mapscalelocationy,lease_bf_plaza_clean.innerpedestrianarea,lease_bf_plaza_clean.mainarea,lease_bf_plaza_clean.secmainarea,lease_bf_plaza_clean.outdoorarea,lease_bf_plaza_clean.firstmainarea,lease_bf_plaza_clean.firstsecmainarea,lease_bf_plaza_clean.firstotherarea,lease_bf_plaza_clean.firstoutdoorarea,lease_bf_plaza_clean.firstofficebuildingarea,lease_bf_plaza_clean.firstbarstreetarea,lease_bf_plaza_clean.isvalid,lease_bf_plaza_clean.recordstatus,lease_bf_plaza_clean.createuserid,lease_bf_plaza_clean.createdate,lease_bf_plaza_clean.modifyuserid,lease_bf_plaza_clean.modifydate,lease_bf_plaza_clean.fromtable,lease_bf_plaza_clean.fromrecordid,lease_bf_plaza_clean.firstmaininnerarea,lease_bf_plaza_clean.firstmainrentarea,lease_bf_plaza_clean.firstsecmaininnerarea,lease_bf_plaza_clean.firstsecmainrentarea,lease_bf_plaza_clean.firstotherinnerarea,lease_bf_plaza_clean.firstotherrentrentarea,lease_bf_plaza_clean.firstoutdoorinnerarea,lease_bf_plaza_clean.firstoutdoorrentarea,lease_bf_plaza_clean.firstofficebuildinginnerarea,lease_bf_plaza_clean.firstofficebuildingrentarea,lease_bf_plaza_clean.firstbarstreetrentarea,lease_bf_plaza_clean.firstbarstreetinnerarea,lease_bf_plaza_clean.assetareaamt,lease_bf_plaza_clean.upareaofbuilding,lease_bf_plaza_clean.downareaofbuilding,lease_bf_plaza_clean.adscount,lease_bf_plaza_clean.datafrominfo,lease_bf_plaza_clean.frominfo,lease_bf_plaza_clean.workflowstatus,lease_bf_plaza_clean.plazaposition
1000905,5404,SHJS,上海金山万达广场,上海金山,5490,华东运营中心,4376,上海区域商管公司,BUSINESSCENTER,2015-07-17 00:00:00.0,14,382,459,,2664,2989,2989,3B,3B,DEVELOPMENT,C类,168207,86611.99,81595.01,5,2,1535,,,,,,,36776.07,5633.99,44201.93,0,,,,ACTIVE,45537,2014-08-20 10:22:22.920099,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000905,,,,,,,,,,,,,,158356.64,9850.36,81,租赁系统,,APPROVED,区域-家庭-购物中心
1000924,5412,GLGX,桂林高新万达广场,桂林高新,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2015-09-12 00:00:00.0,38,118,2368,,3007,3048,3048,3A,3A,DEVELOPMENT,C类,152438,98100.79,54337.21,6,1,1117,,,,,,,44724.48,4453.82,48050.24,789.57,,,,ACTIVE,45537,2014-10-17 15:55:26.645129,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000924,40172.51,44724.48,4043.55,4183.37,23799.43,23799.34,789.57,789.57,,,,,,142355.92,10082.08,99,,,APPROVED,
1001004,5409,SDTA,山东泰安万达广场,山东泰安,5503,华北运营中心,5315,济南区域商管公司,BUSINESSCENTER,2015-08-21 00:00:00.0,27,277,,,2732,2987,2987,3A,3A,DEVELOPMENT,C类,209154,90672.73,118481.27,5,1,2529,,,,,,,50272,0,27894.13,1480.46,,,,ACTIVE,45537,2015-01-04 11:06:06.570448,1,2018-06-04 23:14:58.0,BF_PLAZA,1001004,0,50272,0,0,23981.6,23981.6,954.33,954.33,,,,,,199249.12,9904.88,50,,,APPROVED,
1001005,5410,DLKFQ,大连开发区万达广场,大连开发区,5502,东北运营中心,5504,大连区域商管公司,BUSINESSCENTER,2015-08-29 00:00:00.0,24,242,,,2927,3029,3029,2C,2C,DEVELOPMENT,C类,224099,98445.28,125653.72,5,1,2474,,,,,,,33483,9006,55086.28,870,,,,ACTIVE,45537,2015-01-04 12:05:55.855486,42919,2018-06-04 23:14:58.0,BF_PLAZA,1001005,32541,33177.9,8347,8563,29337.23,29337.23,870,870,,,,,,213306,10793,81,,,APPROVED,
1000269,4371,SJZYH,石家庄裕华万达广场,石家庄裕华,5503,华北运营中心,4402,北京区域商管公司,BUSINESSCENTER,2011-09-23 00:00:00.0,20,136,,裕华区建华南大街136号,604,829,829,2A,2A,DEVELOPMENT,A类,191927,143073.75,48853.25,5,1,834,,,49975.47,89195.16,0,2119,79474.36,10365.62,49243.82,4179.28,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000269,,,,,,,,,,,,,,188547.44,3379.56,629,租赁系统,,APPROVED,城市-全客层-购物中心
1000270,4413,HA,淮安万达广场,江苏淮安,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2011-01-07 00:00:00.0,19,222,,清河区/翔宇中道/169号,634,619,619,3A,3A,DEVELOPMENT,B类,128244,114769.76,13474.24,4,1,931,,,50200,75236,0,8000,62965.49,3373.4,48430.87,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000270,,,,,,,,,,,,,,128244,0,125,租赁系统,,APPROVED,城市-全客层-购物中心
1000271,4390,QDCBD,青岛CBD万达广场,青岛CBD,5503,华北运营中心,5506,青岛区域商管公司,BUSINESSCENTER,2009-11-27 00:00:00.0,27,275,,市北区延吉路116号,6051,752,752,2A,2A,DEVELOPMENT,B类,159790,108115.57,51674.43,5,1,913,,,12406.78,83389.53,0,0,63907.89,6573.87,40184.33,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,52146,2018-06-04 23:14:58.0,BF_PLAZA,1000271,55355.75,63112.14,4862.66,4402.08,19650.42,23202.21,0,0,,,,,,145307,14483,111,,,APPROVED,
1000276,4370,CCHQJ,长春红旗街万达广场,长春红旗街,5502,东北运营中心,5505,长春区域商管公司,BUSINESSCENTER,2010-10-29 00:00:00.0,25,208,,朝阳区红旗街616号,754,830,830,2A,2A,DEVELOPMENT,A类,152000,101338.42,50661.58,5,1,766,,,18163.12,67602.23,0,0,35191.4,6053.85,60072.32,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000276,,,,,,,,,,,,,,137149.72,14850.28,187,租赁系统,,APPROVED,城市-时尚-购物中心
1000277,4337,SYTYJ,沈阳太原街万达广场,沈阳太原街,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2009-11-20 00:00:00.0,24,235,,沈阳市和平区太原南街2号,720,750,750,2A,2A,DEVELOPMENT,A类,68680,65686.68,2993.32,4,0,268,,,55017,11708,0,0,12222.94,0,40663.17,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000277,4457.95,11351.1,0,0,35698.91,35720.32,0,0,,,,,,68680,0,72,,,APPROVED,
1000278,4354,ZJ,镇江万达广场,江苏镇江,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2011-08-12 00:00:00.0,19,218,,润州区黄山西路19号,924,791,791,3A,3A,DEVELOPMENT,B类,167432,98358.16,69073.84,5,1,1143,,,18775.52,56107.1,0,37200,33457.77,22359.8,41218.39,1322.2,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000278,,,,,,,,,,,,,,152674.36,14757.64,109,租赁系统,,APPROVED,城市-家庭-购物中心
1000280,4375,GZBY,广州白云万达广场,广州白云,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2010-12-17 00:00:00.0,18,103,,白云区云城东路509号,3507,865,865,1B,1B,DEVELOPMENT,A类,171614,109752.69,61861.31,7,2,1631,,,38142.36,68564.75,0,0,65163.06,5159.51,39387.42,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000280,62752.59,64495.61,4251.95,4675.76,19806.59,19812.03,0,0,,,,,,153888.18,17725.82,136,,,APPROVED,
1000281,4374,XY,襄阳万达广场,湖北襄阳,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2010-11-26 00:00:00.0,30,178,,高新区长虹北路9号,6148,859,859,3A,3A,DEVELOPMENT,A类,165100,109144.07,55955.93,5,2,1039,,,49239.01,70870.67,0,0,74017.13,0,35094.64,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000281,,,,,,,,,,,,,,149978.14,15121.86,61,租赁系统,,APPROVED,城市-全客层-购物中心
1000284,4411,CDJHL,成都锦华路万达广场,成都锦华路,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2007-12-22 00:00:00.0,22,323,,锦华路一段68号,723,606,606,2A,2A,DEVELOPMENT,A类,228487,146451.72,82035.28,5,3,1699,,,33821,123273.96,0,0,121794.37,3281.92,23860.12,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,41969,2018-06-04 23:14:58.0,BF_PLAZA,1000284,112543.18,121629.07,2957.47,2919.53,18329.97,18329.97,0,0,,,,,,208466.05,20020.95,130,,,CHANGEINFOWATING,
1000323,4410,TSLN,唐山路南万达广场,唐山路南,5503,华北运营中心,5507,天津区域商管公司,BUSINESSCENTER,2011-12-23 00:00:00.0,20,137,,新华东道100号,603,592,592,3A,3A,DEVELOPMENT,A类,191824,140356.33,51467.67,5,2,906,,,58400,84887,0,35000,67184.6,10470.6,62678.7,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,29749,2018-06-04 23:14:58.0,BF_PLAZA,1000323,,,,,,,,,,,,,,175981,15843,94,租赁系统,,APPROVED,
1000386,4415,WXJY,无锡江阴万达广场,无锡江阴,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2012-09-22 00:00:00.0,19,215,,,947,1102,1102,3B,3B,DEVELOPMENT,D类,194226,129096.16,65129.84,6,1,1169,,,57500,132000,3000,43.47,71639.72,2151.06,55138.14,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000386,,,,,,,,,,,,,,179245.3,14980.7,160,租赁系统,,APPROVED,区域-家庭-购物中心
1000389,4628,ND,宁德万达广场,福建宁德,5563,东南运营中心,4636,福州区域商管公司,BUSINESSCENTER,2012-08-11 00:00:00.0,29,71,1566,,945,562,562,3C,3C,DEVELOPMENT,B类,164306,109513.07,54792.93,7,2,991,,,42568.74,66905.46,0,0,58344.98,4075.31,46563.19,392.01,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000389,,,,,,,,,,,,,,147405.66,16900.34,97,租赁系统,,APPROVED,城市-时尚-购物中心
1000390,4646,JJGC,晋江万达广场,福建晋江,5563,东南运营中心,5513,厦门区域商管公司,BUSINESSCENTER,2012-08-10 00:00:00.0,29,66,1531,世纪大道888号,1071,1028,1028,3C,3C,DEVELOPMENT,B类,202747,109622.19,93124.81,6,1,2000,,,41000,58500,3500,7100,57165.03,5646.93,40807.93,6508.28,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000390,,,,,,,,,,,,,,188019.1,14727.9,79,租赁系统,,APPROVED,区域-家庭-购物中心
1000864,5398,SCGY,四川广元万达广场,四川广元,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2015-06-05 00:00:00.0,22,327,,,2643,2911,2911,3B,3B,DEVELOPMENT,B类,154000,87566.26,66433.7351,5,1,1216,,,,,,,38765.44,4878,43645.03,277.79,,,,ACTIVE,45537,2014-08-11 18:59:43.496734,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000864,,,,,,,,,,,,,,144259.7851,9740.21,63,租赁系统,,APPROVED,城市-全客层-购物中心
1000663,5370,SHSJ,上海松江万达广场,上海松江,5490,华东运营中心,4376,上海区域商管公司,BUSINESSCENTER,2014-05-30 00:00:00.0,14,382,,,1443,2036,2036,1C,1C,DEVELOPMENT,A类,181531,115789.92,65741.08,6,1,1605,,,46623,62686,4289,0,57590.74,4289,53910.18,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000663,,,,,,,,,,,,,,167523,14008,77,租赁系统,,APPROVED,区域-家庭-购物中心
1000643,5347,GZZC,广州增城万达广场,广州增城,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2014-05-16 00:00:00.0,18,103,,增城市荔城街增城大道69号,1721,2093,2093,3A,3A,DEVELOPMENT,D类,194798.62,98016.85,96781.77,5,1,1810,,,40900,50600,5500,0,49388.58,5727.3,40947.74,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000643,44574.25,49389.01,5358.71,5418.71,21499.2,21499.2,0,0,,,,,,180976.21,13822.41,124,,,APPROVED,
1000644,5369,CF,赤峰万达广场,内蒙古赤峰,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2014-06-20 00:00:00.0,43,256,1107,内蒙古自治区赤峰市红山区西拉沐沦大街8号万达广场,1381,2032,2032,3A,3A,DEVELOPMENT,C类,171626,107046.78,64579.22,5,1,1291,,,49500,55700,3700,0,36140.03,3689.1,65784.45,1433.2,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000644,,,,,,,,,,,,,,161612.5,10013.5,87,租赁系统,,APPROVED,城市-家庭-购物中心
1000645,5372,MZL,满洲里万达广场,满洲里,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2014-06-27 00:00:00.0,43,258,1136,满洲里市互贸区华埠大街6号,1923,2037,2037,3C,3C,DEVELOPMENT,D类,101600,94130.49,7469.51,4,0,487,,,34807,27674,0,0,19078,0,41409.98,33683.98,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000645,,,,,,,,,,,,,,101600,0,72,租赁系统,,APPROVED,城市-家庭-购物中心
1000646,5368,WF,潍坊万达广场,山东潍坊,5503,华北运营中心,5506,青岛区域商管公司,BUSINESSCENTER,2014-05-23 00:00:00.0,27,278,,,1623,2091,2091,3A,3A,DEVELOPMENT,D类,161174,95224.53,65949.47,5,1,1176,,,41025.31,51266.87,3224.86,0,50760.65,3224.86,40871.52,367.51,,,,ACTIVE,1,2013-11-08 18:38:16.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000646,43645.3,50505.18,3224.86,3038.49,20650.74,20650.74,286.31,367.51,,,,,,149605.02,11568.98,85,,,APPROVED,
1000664,5364,JNTBL,济宁太白路万达广场,济宁太白路,5503,华北运营中心,5315,济南区域商管公司,BUSINESSCENTER,2014-07-05 00:00:00.0,27,287,1743,,569,2494,2494,3A,3A,DEVELOPMENT,C类,158322,90394.61,67927.39,5,1,550,,,,,,,36282.9,3432.33,50679.38,0,,,,ACTIVE,30496,2013-12-02 15:02:31.643864,45928,2018-06-04 23:14:58.0,BF_PLAZA,1000664,33384.81,35219.6,3299.33,3280.45,27753.35,27753.35,0,0,,,,,,145919.09,12402.91,263,,,APPROVED,
1000685,5377,JH,金华万达广场,浙江金华,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2014-07-25 00:00:00.0,17,376,1349,,2042,2327,2327,3B,3B,DEVELOPMENT,C类,173620,100053.9,73566.1,5,1,2061,,,,,,,45538.75,9139.66,44516.14,859.35,,,,ACTIVE,45475,2013-12-09 20:03:05.343343,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000685,,,,,,,,,,,,,,161701.56,11918.44,115,租赁系统,,APPROVED,城市-全客层-购物中心
1000704,5371,YCXXWDGC,银川西夏万达广场,银川西夏,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2014-07-18 00:00:00.0,39,262,3157,,1988,2345,2345,1C,,DEVELOPMENT,D类,,,,,,,,,,,,,53249.88,1106,36629.87,275,,,,ACTIVE,30496,2013-12-10 13:57:18.543455,49884,2018-06-04 22:54:02.0,BF_PLAZA,1000704,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-全客层-购物中心
1000706,5373,FSNH,佛山南海万达广场,佛山南海,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2014-08-29 00:00:00.0,18,102,2267,,1906,2203,2203,2B,2B,DEVELOPMENT,A类,174027,101143.3,72883.7,5,1,1784,,,,,,,54216.39,1468.21,1356.54,512.5232,,,,ACTIVE,30496,2013-12-10 14:11:50.282631,1,2018-06-04 23:14:58.0,BF_PLAZA,1000706,,54707.13,,3800,,22633.07,,217.51,,,,,,162779.2,11247.8,89,,,APPROVED,
1000707,5378,DGDC,东莞东城万达广场,东莞东城,5396,华南运营中心,5512,东莞区域商管公司,BUSINESSCENTER,2014-09-12 00:00:00.0,18,101,2257,,1887,2105,2105,3A,3A,DEVELOPMENT,A类,169862,105465.79,64396.21,6,1,1349,,,,,,,59296.61,3054.41,40786.41,2093.14,,,,ACTIVE,30496,2013-12-10 14:13:35.412379,1,2018-06-04 23:14:58.0,BF_PLAZA,1000707,53298.13,58149.26,2719.63,2326.2,20186.91,20188.53,2093.14,2109.78,,,,,,159585.2,10276.8,31,,,APPROVED,
1000744,5380,KMCBD,昆明CBD万达广场,昆明CBD,5397,西南运营中心,5511,昆明区域商管公司,BUSINESSCENTER,2014-10-31 00:00:00.0,35,352,2719,,712,2089,2089,2B,2B,DEVELOPMENT,B类,181428,105727.9,75700.1,6,1,1218,,,,,,,52348.52,2000.53,52075.74,0,,,,ACTIVE,30496,2014-01-22 15:10:26.72489,1,2018-06-04 23:14:58.0,BF_PLAZA,1000744,47344.13,50635.7,982.66,982.66,24992.37,24992.37,0,0,,,,,,170616.95,10811.05,123,,,APPROVED,
1000766,5374,LY,龙岩万达广场,福建龙岩,5563,东南运营中心,5513,厦门区域商管公司,BUSINESSCENTER,2014-11-07 00:00:00.0,29,64,1559,,2165,2685,2685,3B,3B,DEVELOPMENT,D类,160142,84508.61,75633.39,5,1,801,,,,,,,45806.71,3414.61,38445.58,0,,,,ACTIVE,45537,2014-01-24 15:07:51.646442,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000766,,,,,,,,,,,,,,148765.94,11376.06,34,租赁系统,,APPROVED,区域-全客层-购物中心
1000767,5381,JM,江门万达广场,江门蓬江,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2014-11-28 00:00:00.0,18,107,2260,,2384,2683,2683,3A,3A,DEVELOPMENT,D类,202476,97425.26,105050.74,5,1,2237,,,,,,,47826.21,3232.67,45919.8,446.58,,,,ACTIVE,45537,2014-01-24 15:22:58.876073,1,2018-06-04 23:14:58.0,BF_PLAZA,1000767,42031.77,46302.57,2889.39,2710.91,22008.73,22008.74,373.79,343.69,,,,,,192375.21,10100.79,130,,,APPROVED,
1000768,5383,FQ,福清万达广场,福建福清,5563,东南运营中心,4636,福州区域商管公司,BUSINESSCENTER,2014-12-05 00:00:00.0,29,72,1495,,2328,2624,2624,3B,3B,DEVELOPMENT,B类,145784,85637.86,60146.14,5,1,1016,,,,,,,40870.13,2288.47,42244.25,235.01,,,,ACTIVE,45537,2014-01-24 15:26:54.376692,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000768,,,,,,,,,,,,,,136051.61,9732.39,74,租赁系统,,APPROVED,城市-时尚-购物中心
1000772,5382,BJTZ,北京通州万达广场,北京通州,5503,华北运营中心,4402,北京区域商管公司,BUSINESSCENTER,2014-11-29 00:00:00.0,13,381,419,,3302,2666,2666,1B,1B,DEVELOPMENT,A类,120900,117213.57,3686.43,6,1,2480,,,,,,,60238.51,0,7853.96,0,,,,ACTIVE,45537,2014-01-24 15:54:49.198564,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000772,,,,,,,,,,,,,,106410.54,14489.46,59,租赁系统,,APPROVED,区域-全客层-购物中心
1000886,5401,SCNJ,四川内江万达广场,四川内江,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2015-06-26 00:00:00.0,22,320,2514,,2731,2909,2909,3B,3B,DEVELOPMENT,B类,140800,89649.14,51150.86,5,1,870,,,,,,,48076.9,994.71,40211.55,365.98,,,,ACTIVE,45537,2014-08-14 16:04:54.477372,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000886,,,,,,,,,,,,,,130913.62,9886.38,62,租赁系统,,APPROVED,区域-全客层-购物中心
1000906,5406,QQHE,齐齐哈尔万达广场,齐齐哈尔,5502,东北运营中心,5564,黑龙江区域商管公司,BUSINESSCENTER,2015-08-01 00:00:00.0,26,164,,,2283,2807,2807,3B,3B,DEVELOPMENT,C类,149600,93183.09,56416.91,5,2,787,,,,,,,40800.81,10738.63,41035.15,608.5,,,,ACTIVE,45537,2014-08-20 15:50:28.796879,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000906,38218.81,40428.32,8165.02,10217.53,20407.38,20407.38,608.5,608.5,,,,,,140011.39,9588.61,36,,,APPROVED,
1000944,5420,NNAJ,南宁安吉万达广场,南宁安吉,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2015-12-05 00:00:00.0,38,113,,,2921,3010,3010,2B,2B,DEVELOPMENT,C类,174877,92668.26,82208.74,5,1,1544,,,,,,,37504.46,9274.82,46069.62,381.09,,,,ACTIVE,45537,2014-10-30 10:18:58.592692,46945,2018-06-04 23:14:58.0,BF_PLAZA,1000944,,,,,,,,,,,,,,164819.64,10057.36,112,租赁系统,,APPROVED,
1000964,5413,XSBN,西双版纳万达广场,西双版纳,5397,西南运营中心,5511,昆明区域商管公司,BUSINESSCENTER,2015-09-26 00:00:00.0,35,9328,,,4087,2833,2833,3C,3C,DEVELOPMENT,D类,69979.76,63259.97,6719.79,3,1,0,,,,,,,20567,0,34017.85,0,,,,ACTIVE,46608,2014-12-10 09:28:26.337775,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000964,,20567,0,0,,21760.82,0,0,,,,,,61970.71,8009.05,43,,,APPROVED,
1000984,5407,SXWN,陕西渭南万达广场,陕西渭南,5565,西北运营中心,4333,西安区域商管公司,BUSINESSCENTER,2015-08-07 00:00:00.0,36,303,2961,陕西省渭南市高新区新区东路28号,2725,2895,2895,3C,3C,DEVELOPMENT,D类,125800,78090.78,47709.22,5,1,737,,,,,,,32006.78,2385.45,42925.95,772.6,,,,ACTIVE,45537,2014-12-31 10:29:57.546456,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000984,,,,,,,,,,,,,,117611.99,8188.01,103,租赁系统,,APPROVED,城市-家庭-购物中心
1001007,5411,JMS,佳木斯万达广场,佳木斯,5502,东北运营中心,5564,黑龙江区域商管公司,BUSINESSCENTER,2015-09-12 00:00:00.0,26,172,,,2603,2742,2742,3B,3B,DEVELOPMENT,D类,138711,82983.3,55727.7,5,1,627,,,,,,,35243.68,2313.93,45382.71,467.45,,,,ACTIVE,45537,2015-01-04 15:48:23.222072,45537,2018-06-04 23:14:58.0,BF_PLAZA,1001007,32347.72,35243.68,2184.91,2066,20954.19,20954.19,467.45,467.45,,,,,,130445.26,8265.74,92,,,APPROVED,
1001008,5414,TYLH,太原龙湖万达广场,太原龙湖,5618,华中运营中心,5508,太原区域商管公司,BUSINESSCENTER,2015-09-30 00:00:00.0,21,293,,,726,776,776,2A,2A,DEVELOPMENT,A类,202198,115527.17,86670.83,5,1,1601,,,,,,,63206.42,6480.28,45840.47,0,,,,ACTIVE,45537,2015-01-04 16:14:30.727673,1,2018-06-04 23:14:58.0,BF_PLAZA,1001008,60904.86,62870.66,6003.08,5700.5,23482.6,23482.6,0,0,,,,,,192543.76,9654.24,78,,,APPROVED,
1001011,5418,DZ,德州万达广场,山东德州,5503,华北运营中心,5315,济南区域商管公司,BUSINESSCENTER,2015-11-06 00:00:00.0,27,283,,,2730,2947,2947,3B,3B,DEVELOPMENT,D类,163800.238,93156.23,70644.008,5,1,1169,,,,,,,35890.61,4508.81,52575.25,1452.54,,,,ACTIVE,45537,2015-01-04 18:16:30.845597,45537,2018-06-04 23:14:58.0,BF_PLAZA,1001011,33726.86,35005.24,4375.9,4508.81,25851.08,25851.08,1347.75,1347.75,,,,,,153914.878,9885.36,121,,,APPROVED,
1001013,5421,SZWZ,苏州吴中万达广场,苏州吴中,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2015-12-11 00:00:00.0,19,212,1288,,2914,2829,2829,2C,2C,DEVELOPMENT,B类,155440,98475.93,56964.07,5,1,802,1,,,,,,33768.24,10069.98,54637.71,0,,,,ACTIVE,45537,2015-01-05 09:09:52.780976,1,2018-06-04 23:14:58.0,BF_PLAZA,1001013,31743.21,33368.24,8748.03,9460.97,26682.68,26682.68,0,0,,,,,,145323.15,10116.85,73,,,APPROVED,
1001044,4356,WHWD,武汉万达中心,,5618,华中运营中心,4355,武汉区域商管公司,OFFICEBUILDING,2011-09-30 00:00:00.0,30,179,1972,,823,591,591,1C,,DEVELOPMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,1,2015-07-17 09:31:41.241246,45153,2017-04-26 17:46:56.534408,BF_PLAZA,1001044,0,0,0,0,0,0,0,0,,,,,,,,,,,APPROVED,
1001065,5433,CCCQL,长春重庆路万达广场,长春重庆路,5502,东北运营中心,5505,长春区域商管公司,BUSINESSCENTER,2003-01-16 00:00:00.0,25,208,896,,754,657,657,2A,2A,DEVELOPMENT,A类,47135,36319.92,10815.08,4,1,175,,,,,,,35589.5,0,0,814.01,,,,ACTIVE,1,2015-10-13 14:15:51.795255,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001065,,,,,,,,,,,,,,46425,710,213,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1001067,4406,BJCBD,北京CBD万达广场,北京CBD,5503,华北运营中心,4402,北京区域商管公司,BUSINESSCENTER,2006-12-28 00:00:00.0,13,381,414,,729,655,655,1A,1A,DEVELOPMENT,A类,103296.8,71636.28,31660.52,7,1,0,,,,,,,68682.48,0,0,0,,,,ACTIVE,1,2015-10-13 15:23:32.974553,1,2018-06-04 23:14:58.0,BF_PLAZA,1001067,68118.78,66436.4,0,0,0,0,0,0,,,,,,80927,22369.8,0,,,APPROVED,
1001104,5466,HBJM,湖北荆门万达广场,湖北荆门,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2016-06-03 00:00:00.0,30,185,2029,,2932,3160,3160,3B,3B,DEVELOPMENT,C类,144800,87909.46,56890.54,5,1,1022,87506.46,67319.28,,,,,36661.87,9067.81,41559.45,217.33,,,,ACTIVE,1,2015-10-26 14:47:26.294409,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001104,,,,,,,,,,,,,,134976.86,9823.14,40,租赁系统,,APPROVED,城市-全客层-购物中心
