merchant_plazainfo.plazaid,merchant_plazainfo.plazaname,merchant_plazainfo.plazacode,merchant_plazainfo.plazanameshort,merchant_plazainfo.areaid,merchant_plazainfo.opendate,merchant_plazainfo.shooppingceterarea,merchant_plazainfo.mainstorearea,merchant_plazainfo.innerpedestrianarea,merchant_plazainfo.areaofpark,merchant_plazainfo.shoppingceterprakcount,merchant_plazainfo.plazarechargetype,merchant_plazainfo.leasesystemid,merchant_plazainfo.propertysystemid,merchant_plazainfo.customsalessystemid,merchant_plazainfo.customercomplaintssystemid,merchant_plazainfo.othersystemid1,merchant_plazainfo.othersystemid2,merchant_plazainfo.othersystemid3,merchant_plazainfo.listindex,merchant_plazainfo.weatherregion,merchant_plazainfo.weatherurl,merchant_plazainfo.startworktimeam,merchant_plazainfo.guittingtimeam,merchant_plazainfo.startworktimepm,merchant_plazainfo.guittingtimepm,merchant_plazainfo.ledword,merchant_plazainfo.dmbword,merchant_plazainfo.monday_bg,merchant_plazainfo.monday_end,merchant_plazainfo.tuesday_bg,merchant_plazainfo.tuesday_end,merchant_plazainfo.wednesday_bg,merchant_plazainfo.wednesday_end,merchant_plazainfo.thursday_bg,merchant_plazainfo.thursday_end,merchant_plazainfo.friday_bg,merchant_plazainfo.friday_end,merchant_plazainfo.saturday_bg,merchant_plazainfo.saturday_end,merchant_plazainfo.sunday_bg,merchant_plazainfo.sunday_end
000000000000000000000000000001000503,广州番禺万达广场,GZFY,,5342,2014-11-08 00:00:00.0,0,60800,30200,71000,3284,3,1000503,1000503,1000503,69810926,,,,0,番禺,http://m.weather.com.cn/atad/101280102.html,2014-05-16 09:00:00.0,2014-05-16 12:00:00.0,2014-05-16 12:00:00.0,2014-05-16 22:00:00.0,200,200,2014-09-19 09:00:00.0,2014-09-19 22:00:00.0,2014-09-19 09:00:00.0,2014-09-19 22:00:00.0,2014-09-19 09:00:00.0,2014-09-19 22:00:00.0,2014-09-19 09:00:00.0,2014-09-19 22:00:00.0,2014-09-19 09:00:00.0,2014-09-19 22:00:00.0,2014-09-19 09:00:00.0,2014-09-19 22:00:00.0,2014-09-19 09:00:00.0,2014-09-19 22:00:00.0
000000000000000000000000000001000282,廊坊万达广场,LF,,4403,2011-11-11 00:00:00.0,168478,61385.17,36748.87,61400,1100,3,1000282,1000282,1000282,66231,,,,0,廊坊,http://m.weather.com.cn/atad/101090601.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0
000000000000000000000000000001000295,绍兴柯桥万达广场,SXKQ,,4393,2010-12-17 00:00:00.0,239716.5,74392.5,43256,73400,1019,3,1000295,1000295,1000295,66500,,,,0,绍兴,http://m.weather.com.cn/atad/101210501.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-05-23 09:00:00.0,2014-05-23 18:00:00.0,2014-05-23 09:00:00.0,2014-05-23 18:00:00.0,2014-05-23 09:00:00.0,2014-05-23 18:00:00.0,2014-05-23 09:00:00.0,2014-05-23 18:00:00.0,2014-05-23 09:00:00.0,2014-05-23 18:00:00.0,2014-05-23 09:00:00.0,2014-05-23 18:00:00.0,2014-05-23 09:00:00.0,2014-05-23 18:00:00.0
000000000000000000000000000001000583,哈尔滨哈西万达广场,HEBHX,,5330,2013-09-13 00:00:00.0,0,814000,61300,52900,1300,3,1000583,1000583,1000583,,,,,0,哈尔滨,http://m.weather.com.cn/atad/101050101.html,2013-11-23 09:00:00.0,2013-11-23 12:00:00.0,2013-11-23 12:00:00.0,2013-11-23 21:00:00.0,200,200,2017-10-26 09:30:00.0,2017-10-26 18:00:00.0,2017-10-26 09:30:00.0,2017-10-26 18:00:00.0,2017-10-26 09:30:00.0,2017-10-26 18:00:00.0,2017-10-26 09:30:00.0,2017-10-26 18:00:00.0,2017-10-26 09:30:00.0,2017-10-26 18:00:00.0,2017-10-26 09:30:00.0,2017-10-26 18:00:00.0,2017-10-26 09:30:00.0,2017-10-26 18:00:00.0
000000000000000000000000000001000274,上海周浦万达广场,SHZP,,4379,2009-09-19 00:00:00.0,143885.8,81556.42,18623.23,38243,888,3,1000274,1000274,1000274,66283,,,,0,南汇,http://m.weather.com.cn/atad/101020600.html,2014-03-04 10:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-06-18 09:30:00.0,2014-06-18 22:00:00.0,2014-06-18 09:30:00.0,2014-06-18 22:00:00.0,2014-06-18 09:30:00.0,2014-06-18 22:00:00.0,2014-06-18 09:30:00.0,2014-06-18 22:00:00.0,2014-06-18 09:30:00.0,2014-06-18 22:00:00.0,2014-06-18 09:30:00.0,2014-06-18 22:00:00.0,2014-06-18 09:30:00.0,2014-06-18 22:00:00.0
000000000000000000000000000001000523,宜兴万达广场,YX,,5334,2013-05-31 00:00:00.0,0,60100,60900,85300,1780,3,1000523,1000523,1000523,721165,,,,0,宜兴,http://m.weather.com.cn/atad/101190203.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000266,沈阳铁西万达广场,SYTX,,4338,2010-08-20 00:00:00.0,117254.64,58478.73,25218.17,31738,846,3,1000266,1000266,1000266,66904,,,,0,沈阳,http://m.weather.com.cn/atad/101070101.html,2013-11-05 10:00:00.0,2013-11-05 12:00:00.0,2013-11-05 12:00:00.0,2013-11-05 21:30:00.0,200,200,2014-07-28 09:00:00.0,2014-07-28 17:30:00.0,2014-07-28 09:00:00.0,2014-07-28 17:30:00.0,2014-07-28 09:00:00.0,2014-07-28 17:30:00.0,2014-07-28 09:00:00.0,2014-07-28 17:30:00.0,2014-07-28 09:00:00.0,2014-07-28 17:30:00.0,2014-07-28 09:00:00.0,2014-07-28 17:30:00.0,2014-07-28 09:00:00.0,2014-07-28 17:30:00.0
000000000000000000000000000001000383,成都金牛万达广场,CDJN,,4654,2012-12-22 00:00:00.0,0,76100,70700,51300,4450,3,1000383,1000383,1000383,66665,,,,0,成都,http://m.weather.com.cn/atad/101270101.html,2014-03-04 10:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 18:00:00.0,200,200,2017-04-25 09:00:00.0,2017-04-25 22:00:00.0,2017-04-25 09:30:00.0,2017-04-25 22:00:00.0,2017-04-25 09:00:00.0,2017-04-25 22:00:00.0,2017-04-25 09:00:00.0,2017-04-25 22:00:00.0,2017-04-25 09:00:00.0,2017-04-25 22:30:00.0,2017-04-25 09:00:00.0,2017-04-25 22:30:00.0,2017-04-25 09:00:00.0,2017-04-25 22:00:00.0
000000000000000000000000000001000385,温州龙湾万达广场,WZLW,,4631,2012-11-30 00:00:00.0,0,85734,67325,40000,2178,3,1000385,1000385,1000385,66515,,,,0,温州,http://m.weather.com.cn/atad/101210701.html,2013-11-21 09:00:00.0,2013-11-21 12:00:00.0,2013-11-21 12:00:00.0,2013-11-21 22:00:00.0,200,200,2015-04-10 10:00:00.0,2015-04-10 21:00:00.0,2015-04-10 10:00:00.0,2015-04-10 21:00:00.0,2015-04-10 10:00:00.0,2015-04-10 21:00:00.0,2015-04-10 10:00:00.0,2015-04-10 21:00:00.0,2015-04-10 10:00:00.0,2015-04-10 21:00:00.0,2015-04-10 10:00:00.0,2015-04-10 21:00:00.0,2015-04-10 10:00:00.0,2015-04-10 21:00:00.0
000000000000000000000000000001000283,银川金凤万达广场,YCJF,,4353,2011-09-09 00:00:00.0,194363.9,62765.43,43560.17,53500,1072,3,1000283,1000283,1000283,66632,,,,0,银川,http://m.weather.com.cn/atad/101170101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-06-27 09:30:00.0,2014-06-27 18:00:00.0,2014-06-27 09:30:00.0,2014-06-27 18:00:00.0,2014-06-27 09:30:00.0,2014-06-27 18:00:00.0,2014-06-27 09:30:00.0,2014-06-27 18:00:00.0,2014-06-27 09:30:00.0,2014-06-27 18:00:00.0,2014-06-27 09:30:00.0,2014-06-27 18:00:00.0,2014-06-27 09:30:00.0,2014-06-27 18:00:00.0
000000000000000000000000000001000290,西安民乐园万达广场,XAMLY,,4335,2009-12-19 00:00:00.0,275189.4,60299,22291.4,46614,674,3,1000290,1000290,1000290,66592,,,,0,西安,http://m.weather.com.cn/atad/101110101.html,2014-03-04 10:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:30:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000363,合肥天鹅湖万达广场,HFTEH,,4351,2012-07-20 00:00:00.0,182367,61800,39800,61600,1120,3,1000363,1000363,1000363,67116,,,,0,合肥,http://m.weather.com.cn/atad/101220101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000423,大连高新万达广场,DLGX,,5332,2013-05-25 00:00:00.0,0,75800,48900,61000,860,3,1000423,1000423,1000423,66919,,,,0,大连,http://m.weather.com.cn/atad/101070201.html,2014-03-04 08:30:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 17:30:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 17:30:00.0,2015-12-08 09:30:00.0,2015-12-08 17:30:00.0,2015-12-08 09:30:00.0,2015-12-08 17:30:00.0,2015-12-08 09:30:00.0,2015-12-08 17:30:00.0,2015-12-08 09:30:00.0,2015-12-08 17:30:00.0,2015-12-08 09:30:00.0,2015-12-08 17:30:00.0,2015-12-08 09:30:00.0,2015-12-08 17:30:00.0
000000000000000000000000000001000463,长春宽城万达广场,CCKC,,5340,2013-08-16 00:00:00.0,0,67700,39284.19,47000,907,3,1000463,1000463,1000463,721013,,,,0,长春,http://m.weather.com.cn/atad/101060101.html,2014-03-05 09:00:00.0,2014-03-05 12:00:00.0,2014-03-05 12:00:00.0,2014-03-05 21:30:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0
000000000000000000000000000001000273,泰州万达广场,TZ,,4373,2011-12-09 00:00:00.0,157034.4,66215.6,39832.2,44530,1650,3,1000273,1000273,1000273,66410,,,,0,泰州,http://m.weather.com.cn/atad/101191201.html,2013-11-21 09:00:00.0,2013-11-21 12:00:00.0,2013-11-21 12:00:00.0,2013-11-21 22:00:00.0,200,200,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0
000000000000000000000000000001000296,苏州平江万达广场,SZPJ,,4330,2009-09-17 00:00:00.0,132383.63,76583,10090.2,44205.93,719,3,1000296,1000296,1000296,67051,,,,0,苏州,http://m.weather.com.cn/atad/101190401.html,2013-11-20 10:30:00.0,2013-11-20 12:00:00.0,2013-11-20 12:00:00.0,2013-11-20 21:30:00.0,200,200,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0
000000000000000000000000000001000303,呼和浩特万达广场,HHHT,,4372,2010-11-05 00:00:00.0,155840.13,75787,19452.13,40000,925,3,1000303,1000303,1000303,66768,,,,0,呼和浩特,http://m.weather.com.cn/atad/101080101.html,2013-11-05 10:00:00.0,2013-11-05 12:00:00.0,2013-11-05 12:00:00.0,2013-11-05 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000384,南昌红谷滩万达广场,NCHGT,,4347,2012-08-25 00:00:00.0,0,64018,48394,61542,1950,3,1000384,1000384,1000384,67136,,,,0,南昌,http://m.weather.com.cn/atad/101240101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000397,漳州碧湖万达广场,ZZ,,4638,2012-10-26 00:00:00.0,0,65720.24,41375.11,99130.54,1887,3,1000397,1000397,1000397,66965,,,,0,漳州,http://m.weather.com.cn/atad/101230601.html,2013-11-25 10:00:00.0,2013-11-25 12:00:00.0,2013-11-25 12:00:00.0,2013-11-25 22:00:00.0,200,200,2014-06-17 09:00:00.0,2014-06-17 22:00:00.0,2014-06-17 09:00:00.0,2014-06-17 22:00:00.0,2014-06-17 09:00:00.0,2014-06-17 22:00:00.0,2014-06-17 09:00:00.0,2014-06-17 22:00:00.0,2014-06-17 09:00:00.0,2014-06-17 22:30:00.0,2014-06-17 09:00:00.0,2014-06-17 22:30:00.0,2014-06-17 09:00:00.0,2014-06-17 22:30:00.0
000000000000000000000000000001000625,丹东万达广场,DD,,5325,2013-12-20 00:00:00.0,0,63628,45651,44200,824,3,1000625,1000625,1000625,138788688,,,,0,丹东,http://m.weather.com.cn/atad/101070601.html,2014-03-04 09:30:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:30:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0
000000000000000000000000000001000110,合肥包河万达广场,HFBH,,4350,2010-12-23 00:00:00.0,179034,79864,34648,55274,1088,3,1000110,1000110,1000110,67100,,,,0,合肥,http://m.weather.com.cn/atad/101220101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:30:00.0,200,200,2015-12-04 09:30:00.0,2015-12-04 21:30:00.0,2015-12-04 09:30:00.0,2015-12-04 21:30:00.0,2015-12-04 09:30:00.0,2015-12-04 21:30:00.0,2015-12-04 09:30:00.0,2015-12-04 21:30:00.0,2015-12-04 09:30:00.0,2015-12-04 21:30:00.0,2015-12-04 09:30:00.0,2015-12-04 21:30:00.0,2015-12-04 09:30:00.0,2015-12-04 21:30:00.0
000000000000000000000000000001000302,包头青山万达广场,BTQS,,4386,2010-11-04 00:00:00.0,183090.83,87202.45,37866.58,45000,779,3,1000302,1000302,1000302,66786,,,,0,包头,http://m.weather.com.cn/atad/101080201.html,2014-03-04 10:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:30:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000387,芜湖镜湖万达广场,WHJH,,4630,2012-09-07 00:00:00.0,0,60901.7,35472,53540.5,846,3,1000387,1000387,1000387,67122,,,,0,芜湖,http://m.weather.com.cn/atad/101220301.html,2014-04-02 10:00:00.0,2014-04-02 12:00:00.0,2014-04-02 12:00:00.0,2014-04-02 21:30:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000394,绵阳涪城万达广场,MY,,4645,2012-12-21 00:00:00.0,0,64200,43000,46200,1800,3,1000394,1000394,1000394,66700,,,,0,绵阳,http://m.weather.com.cn/atad/101270401.html,2014-04-11 09:00:00.0,2014-04-11 12:00:00.0,2014-04-11 12:00:00.0,2014-04-11 22:00:00.0,200,200,2014-10-24 09:30:00.0,2014-10-24 18:00:00.0,2014-10-24 09:30:00.0,2014-10-24 18:00:00.0,2014-10-24 09:30:00.0,2014-10-24 18:00:00.0,2014-10-24 09:30:00.0,2014-10-24 18:00:00.0,2014-10-24 09:30:00.0,2014-10-24 18:00:00.0,2014-10-24 09:30:00.0,2014-10-24 18:00:00.0,2014-10-24 09:30:00.0,2014-10-24 18:00:00.0
000000000000000000000000000001000483,武汉汉街万达广场,WHHJWD,,5336,2013-09-28 00:00:00.0,0,81000,13100,29200,700,3,1000483,1000483,1000483,66340,,,,0,武汉,http://m.weather.com.cn/atad/101200101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-10-15 09:30:00.0,2014-10-15 18:00:00.0,2014-10-15 09:30:00.0,2014-10-15 18:00:00.0,2014-10-15 09:30:00.0,2014-10-15 18:00:00.0,2014-10-15 09:30:00.0,2014-10-15 18:00:00.0,2014-10-15 09:30:00.0,2014-10-15 18:00:00.0,2014-10-15 09:30:00.0,2014-10-15 17:00:00.0,2014-10-15 09:30:00.0,2014-10-15 17:00:00.0
000000000000000000000000000001000285,常州新北万达广场,CZ,,4398,2011-12-10 00:00:00.0,133644.63,20300,48200,60700,1313,3,1000285,1000285,1000285,67067,,,,0,常州,http://m.weather.com.cn/atad/101191101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:30:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0
000000000000000000000000000001000287,郑州中原万达广场,ZZZY,,4348,2011-10-28 00:00:00.0,158186.99,69815,36802,44627.99,1018,3,1000287,1000287,1000287,66614,,,,0,郑州,http://m.weather.com.cn/atad/101180101.html,2013-11-20 09:00:00.0,2013-11-20 12:00:00.0,2013-11-20 12:00:00.0,2013-11-20 22:00:00.0,200,200,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0
000000000000000000000000000001000289,南京建邺万达广场,NJJY,,4384,2009-12-18 00:00:00.0,244110.2,94250.47,43803.3,62156.43,1207,3,1000289,1000289,1000289,66396,,,,0,南京,http://m.weather.com.cn/atad/101190101.html,2014-01-09 09:00:00.0,2014-01-09 12:00:00.0,2014-01-09 12:00:00.0,2014-01-09 22:00:00.0,200,200,2016-06-23 10:00:00.0,2016-06-23 22:00:00.0,2016-06-23 10:00:00.0,2016-06-23 22:00:00.0,2016-06-23 10:00:00.0,2016-06-23 22:00:00.0,2016-06-23 10:00:00.0,2016-06-23 22:00:00.0,2016-06-23 09:30:00.0,2016-06-23 22:30:00.0,2016-06-23 09:30:00.0,2016-06-23 22:30:00.0,2016-06-23 09:30:00.0,2016-06-23 22:00:00.0
000000000000000000000000000001000293,西安李家村万达广场,XABLQ,,4334,2008-05-16 00:00:00.0,131400,73900,27100,27800,562,3,1000293,1000293,1000293,66582,,,,0,西安,http://m.weather.com.cn/atad/101110101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:30:00.0,200,200,2014-05-24 10:00:00.0,2014-05-24 22:00:00.0,2014-05-24 10:00:00.0,2014-05-24 22:00:00.0,2014-05-24 10:00:00.0,2014-05-24 22:00:00.0,2014-05-24 10:00:00.0,2014-05-24 22:00:00.0,2014-05-24 10:00:00.0,2014-05-24 22:30:00.0,2014-05-24 10:00:00.0,2014-05-24 22:30:00.0,2014-05-24 10:00:00.0,2014-05-24 22:30:00.0
000000000000000000000000000001000297,哈尔滨香坊万达广场,HEBXF,,5300,2007-10-25 00:00:00.0,134115.32,72553.55,6799.92,35069.6,766,3,1000297,1000297,1000297,66818,,,,0,哈尔滨,http://m.weather.com.cn/atad/101050101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000391,泉州浦西万达广场,QZ,,4395,2012-09-29 00:00:00.0,0,68500,45000,132000,2550,3,1000391,1000391,1000391,66973,,,,0,泉州,http://m.weather.com.cn/atad/101230501.html,2014-04-02 09:00:00.0,2014-04-02 12:00:00.0,2014-04-02 12:00:00.0,2014-04-02 22:00:00.0,200,120,2014-05-23 09:30:00.0,2014-05-23 18:00:00.0,2014-05-23 09:30:00.0,2014-05-23 18:00:00.0,2014-05-23 09:30:00.0,2014-05-23 18:00:00.0,2014-05-23 09:30:00.0,2014-05-23 18:00:00.0,2014-05-23 09:30:00.0,2014-05-23 18:00:00.0,2014-05-23 11:00:00.0,2014-05-23 18:00:00.0,2014-05-23 11:00:00.0,2014-05-23 18:00:00.0
000000000000000000000000000001000275,天津河东万达广场,TJHD,,4343,2010-11-20 00:00:00.0,187821.76,74235.57,41639.49,70000,1734,3,1000275,1000275,1000275,66211,,,,0,天津,http://m.weather.com.cn/atad/101030100.html,2013-11-26 10:00:00.0,2013-11-26 12:00:00.0,2013-11-26 12:00:00.0,2013-11-26 21:30:00.0,200,200,2016-06-16 09:00:00.0,2016-06-16 18:00:00.0,2016-06-16 09:00:00.0,2016-06-16 18:00:00.0,2016-06-16 09:00:00.0,2016-06-16 18:00:00.0,2016-06-16 09:00:00.0,2016-06-16 18:00:00.0,2016-06-16 09:00:00.0,2016-06-16 18:00:00.0,2016-06-16 09:00:00.0,2016-06-16 17:30:00.0,2016-06-16 09:00:00.0,2016-06-16 17:30:00.0
000000000000000000000000000001000288,无锡滨湖万达广场,WXBH,,4412,2010-09-17 00:00:00.0,186134,74997.01,19564.87,43679.74,859,3,1000288,1000288,1000288,67038,,,,0,无锡,http://m.weather.com.cn/atad/101190201.html,2014-03-05 09:00:00.0,2014-03-05 12:00:00.0,2014-03-05 12:00:00.0,2014-03-05 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000643,广州增城万达广场,GZZC,,5347,2014-05-16 00:00:00.0,0,1,1,1,2,3,1000643,1000643,1000643,185034942,,,,0,增城,http://m.weather.com.cn/atad/101280104.html,2014-04-18 09:00:00.0,2014-04-18 12:00:00.0,2014-04-18 12:00:00.0,2014-04-18 18:00:00.0,200,200,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0
