merchant_plazainfo.plazaid,merchant_plazainfo.plazaname,merchant_plazainfo.plazacode,merchant_plazainfo.plazanameshort,merchant_plazainfo.areaid,merchant_plazainfo.opendate,merchant_plazainfo.shooppingceterarea,merchant_plazainfo.mainstorearea,merchant_plazainfo.innerpedestrianarea,merchant_plazainfo.areaofpark,merchant_plazainfo.shoppingceterprakcount,merchant_plazainfo.plazarechargetype,merchant_plazainfo.leasesystemid,merchant_plazainfo.propertysystemid,merchant_plazainfo.customsalessystemid,merchant_plazainfo.customercomplaintssystemid,merchant_plazainfo.othersystemid1,merchant_plazainfo.othersystemid2,merchant_plazainfo.othersystemid3,merchant_plazainfo.listindex,merchant_plazainfo.weatherregion,merchant_plazainfo.weatherurl,merchant_plazainfo.startworktimeam,merchant_plazainfo.guittingtimeam,merchant_plazainfo.startworktimepm,merchant_plazainfo.guittingtimepm,merchant_plazainfo.ledword,merchant_plazainfo.dmbword,merchant_plazainfo.monday_bg,merchant_plazainfo.monday_end,merchant_plazainfo.tuesday_bg,merchant_plazainfo.tuesday_end,merchant_plazainfo.wednesday_bg,merchant_plazainfo.wednesday_end,merchant_plazainfo.thursday_bg,merchant_plazainfo.thursday_end,merchant_plazainfo.friday_bg,merchant_plazainfo.friday_end,merchant_plazainfo.saturday_bg,merchant_plazainfo.saturday_end,merchant_plazainfo.sunday_bg,merchant_plazainfo.sunday_end
000000000000000000000000000001000644,赤峰万达广场,CF,,5369,2014-06-20 00:00:00.0,0,0,0,0,0,3,1000644,1000644,1000644,138788597,,,,0,赤峰,http://m.weather.com.cn/atad/101080601.html,2014-04-18 09:30:00.0,2014-04-18 12:00:00.0,2014-04-18 12:00:00.0,2014-04-18 21:00:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0
000000000000000000000000000001000646,潍坊万达广场,WF,,5368,2014-05-23 00:00:00.0,0,1,1,1,2,3,1000646,1000646,1000646,184829968,,,,0,潍坊,http://m.weather.com.cn/atad/101120601.html,2014-05-10 09:30:00.0,2014-05-10 12:00:00.0,2014-05-10 12:00:00.0,2014-05-10 18:30:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000626,南京江宁万达广场,NJJN,,5363,2013-12-21 00:00:00.0,0,63344,53967,70000,1454,3,1000626,1000626,1000626,152997206,,,,0,江宁,http://m.weather.com.cn/atad/101190104.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0
000000000000000000000000000001000663,上海松江万达广场,SHSJ,,5370,2014-05-30 00:00:00.0,0,62686,46623,50966,1406,3,1000663,1000663,1000663,396443401,,,,0,松江,http://m.weather.com.cn/atad/101020900.html,2014-04-11 09:00:00.0,2014-04-11 12:00:00.0,2014-04-11 12:00:00.0,2014-04-11 22:00:00.0,200,100,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0
000000000000000000000000000001000524,无锡惠山万达广场,WXHS,,5335,2013-06-21 00:00:00.0,0,64400,39100,59500,1200,3,1000524,1000524,1000524,721166,,,,0,无锡,http://m.weather.com.cn/atad/101190201.html,2014-04-02 09:00:00.0,2014-04-02 12:00:00.0,2014-04-02 12:00:00.0,2014-04-02 22:00:00.0,400,200,2014-12-23 09:30:00.0,2014-12-23 21:30:00.0,2014-12-23 09:30:00.0,2014-12-23 21:30:00.0,2014-12-23 09:30:00.0,2014-12-23 21:30:00.0,2014-12-23 09:30:00.0,2014-12-23 21:30:00.0,2014-12-23 09:30:00.0,2014-12-23 22:00:00.0,2014-12-23 09:30:00.0,2014-12-23 22:00:00.0,2014-12-23 09:30:00.0,2014-12-23 21:30:00.0
000000000000000000000000000001000543,余姚万达广场,YY,,5341,2013-11-01 00:00:00.0,0,61708,45387,56300,2200,3,1000543,1000543,1000543,69810920,,,,0,余姚,http://m.weather.com.cn/atad/101210404.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 17:30:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000623,蚌埠万达广场,BB,,5324,2013-11-29 00:00:00.0,0,65134,39022,55200,0,3,1000623,1000623,1000623,27089500,,,,0,蚌埠,http://m.weather.com.cn/atad/101220201.html,2014-04-22 09:00:00.0,2014-04-22 12:00:00.0,2014-04-22 12:00:00.0,2014-04-22 22:00:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 21:30:00.0,2015-12-08 09:30:00.0,2015-12-08 22:00:00.0,2015-12-08 09:30:00.0,2015-12-08 22:00:00.0,2015-12-08 09:30:00.0,2015-12-08 22:00:00.0
000000000000000000000000000001000263,济南魏家庄万达广场,JNWJZ,,4367,2010-11-19 00:00:00.0,205537,69000,41000,41937,817,3,1000263,1000263,1000263,66558,,,,0,济南,http://m.weather.com.cn/atad/101120101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000264,宁波江北万达广场,NBJB,,4392,2010-12-10 00:00:00.0,141846.33,59353,25317.33,49000,1050,3,1000264,1000264,1000264,66485,,,,0,宁波,http://m.weather.com.cn/atad/101210401.html,2013-11-20 09:00:00.0,2013-11-20 12:00:00.0,2013-11-20 12:00:00.0,2013-11-20 22:00:00.0,200,200,2014-05-23 10:00:00.0,2014-05-23 17:30:00.0,2014-05-23 10:00:00.0,2014-05-23 17:30:00.0,2014-05-23 10:00:00.0,2014-05-23 17:30:00.0,2014-05-23 10:00:00.0,2014-05-23 17:30:00.0,2014-05-23 10:00:00.0,2014-05-23 17:30:00.0,2014-05-23 10:00:00.0,2014-05-23 17:30:00.0,2014-05-23 10:00:00.0,2014-05-23 17:30:00.0
000000000000000000000000000001000265,北京石景山万达广场,BJSJSWDGC,,4405,2008-12-20 00:00:00.0,135948.72,74522,13312.72,30697,771,3,1000265,1000265,1000265,66202,,,,0,北京,http://m.weather.com.cn/atad/101010100.html,2013-11-21 09:00:00.0,2013-11-21 12:00:00.0,2013-11-21 12:00:00.0,2013-11-21 22:00:00.0,200,200,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0
000000000000000000000000000001000269,石家庄裕华万达广场,SJZYH,,4371,2011-09-23 00:00:00.0,181189.63,89195.16,49975.47,37600,849,3,1000269,1000269,1000269,66728,,,,0,石家庄,http://m.weather.com.cn/atad/101090101.html,2014-04-09 09:00:00.0,2014-04-09 12:00:00.0,2014-04-09 12:00:00.0,2014-04-09 21:30:00.0,200,200,2015-10-15 10:00:00.0,2015-10-15 17:00:00.0,2015-10-15 10:00:00.0,2015-10-15 17:00:00.0,2015-10-15 10:00:00.0,2015-10-15 17:00:00.0,2015-10-15 10:00:00.0,2015-10-15 17:00:00.0,2015-10-15 10:00:00.0,2015-10-15 17:00:00.0,2015-10-15 10:00:00.0,2015-10-15 17:00:00.0,2015-10-15 10:00:00.0,2015-10-15 17:00:00.0
000000000000000000000000000001000270,淮安万达广场,HA,,4413,2011-01-07 00:00:00.0,195821,75236,50200,41000,1079,3,1000270,1000270,1000270,66435,,,,0,淮安,http://m.weather.com.cn/atad/101190901.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000271,青岛CBD万达广场,QDCBD,,4390,2009-11-27 00:00:00.0,147933.86,83389.53,12406.78,42280,916,3,1000271,1000271,1000271,66529,,,,0,青岛,http://m.weather.com.cn/atad/101120201.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2015-05-22 09:30:00.0,2015-05-22 18:00:00.0,2015-05-22 09:30:00.0,2015-05-22 18:00:00.0,2015-05-22 09:30:00.0,2015-05-22 18:00:00.0,2015-05-22 09:30:00.0,2015-05-22 18:00:00.0,2015-05-22 09:30:00.0,2015-05-22 18:00:00.0,2015-05-22 09:30:00.0,2015-05-22 18:00:00.0,2015-05-22 09:30:00.0,2015-05-22 18:00:00.0
000000000000000000000000000001000276,长春红旗街万达广场,CCHQJ,,4370,2010-10-29 00:00:00.0,85765.35,67602.23,18163.12,0,830,3,1000276,1000276,1000276,66862,,,,0,长春,http://m.weather.com.cn/atad/101060101.html,2014-03-04 09:30:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 21:30:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0
000000000000000000000000000001000278,镇江万达广场,ZJ,,4354,2011-08-12 00:00:00.0,183736.62,56107.1,18775.52,47761,1300,3,1000278,1000278,1000278,66423,,,,0,镇江,http://m.weather.com.cn/atad/101190301.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0,2015-11-20 09:30:00.0,2015-11-20 18:00:00.0
000000000000000000000000000001000281,襄阳万达广场,XY,,4374,2010-11-26 00:00:00.0,175564.69,70870.67,49239.01,42142.12,951,3,1000281,1000281,1000281,66363,,,,0,襄阳,http://m.weather.com.cn/atad/101200201.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000284,成都锦华路万达广场,CDJHL,,4411,2007-12-22 00:00:00.0,242881.96,123273.96,33821,59145,1374,3,1000284,1000284,1000284,66672,,,,0,成都,http://m.weather.com.cn/atad/101270101.html,2013-11-22 09:00:00.0,2013-11-22 12:00:00.0,2013-11-22 12:00:00.0,2013-11-22 22:00:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0
000000000000000000000000000001000386,无锡江阴万达广场,JY,,4415,2012-09-22 00:00:00.0,0,132000,57500,52000,2100,3,1000386,1000386,1000386,67077,,,,0,江阴,http://m.weather.com.cn/atad/101190202.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-05-23 08:30:00.0,2014-05-23 21:30:00.0,2014-05-23 08:30:00.0,2014-05-23 21:30:00.0,2014-05-23 08:30:00.0,2014-05-23 21:30:00.0,2014-05-23 08:30:00.0,2014-05-23 21:30:00.0,2014-05-23 08:30:00.0,2014-05-23 22:00:00.0,2014-05-23 08:30:00.0,2014-05-23 22:00:00.0,2014-05-23 08:30:00.0,2014-05-23 21:30:00.0
000000000000000000000000000001000389,宁德万达广场,ND,,4628,2012-08-11 00:00:00.0,0,66905.46,42568.74,55200,1200,3,1000389,1000389,1000389,66981,,,,0,宁德,http://m.weather.com.cn/atad/101230301.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000390,晋江万达广场,JJ,,4646,2012-08-10 00:00:00.0,0,58500,41000,72000,4300,3,1000390,1000390,1000390,66991,,,,0,晋江,http://m.weather.com.cn/atad/101230509.html,2014-04-01 09:00:00.0,2014-04-01 12:00:00.0,2014-04-01 12:00:00.0,2014-04-01 18:00:00.0,200,200,2014-12-19 09:30:00.0,2014-12-19 18:00:00.0,2014-12-19 09:30:00.0,2014-12-19 18:00:00.0,2014-12-19 09:30:00.0,2014-12-19 18:00:00.0,2014-12-19 09:30:00.0,2014-12-19 18:00:00.0,2014-12-19 09:30:00.0,2014-12-19 18:00:00.0,2014-12-19 09:30:00.0,2014-12-19 18:00:00.0,2014-12-19 09:30:00.0,2014-12-19 18:00:00.0
000000000000000000000000000001000388,郑州二七万达广场,ZZEQ,,4643,2012-10-13 00:00:00.0,0,65916,40992.5,58000,1200,3,1000388,1000388,1000388,66604,,,,0,郑州,http://m.weather.com.cn/atad/101180101.html,2013-11-20 10:00:00.0,2013-11-20 12:00:00.0,2013-11-20 12:00:00.0,2013-11-20 22:00:00.0,200,200,2014-05-23 10:00:00.0,2014-05-23 21:30:00.0,2014-05-23 10:00:00.0,2014-05-23 21:30:00.0,2014-05-23 10:00:00.0,2014-05-23 21:30:00.0,2014-05-23 10:00:00.0,2014-05-23 21:30:00.0,2014-05-23 10:00:00.0,2014-05-23 21:30:00.0,2014-05-23 10:00:00.0,2014-05-23 22:00:00.0,2014-05-23 10:00:00.0,2014-05-23 22:00:00.0
000000000000000000000000000001000300,洛阳万达广场,LY,,4332,2009-12-22 00:00:00.0,96240.4,49463.5,16318.38,30458.52,512,3,1000300,1000300,1000300,66648,,,,0,洛阳,http://m.weather.com.cn/atad/101180901.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-05-24 10:00:00.0,2014-05-24 21:40:00.0,2014-05-24 10:00:00.0,2014-05-24 21:40:00.0,2014-05-24 10:00:00.0,2014-05-24 21:40:00.0,2014-05-24 10:00:00.0,2014-05-24 21:40:00.0,2014-05-24 10:00:00.0,2014-05-24 21:40:00.0,2014-05-24 10:00:00.0,2014-05-24 22:00:00.0,2014-05-24 10:00:00.0,2014-05-24 22:00:00.0
000000000000000000000000000001000705,常州武进万达广场,CZWJ,,5386,2014-08-08 00:00:00.0,0,0,0,0,0,3,1000705,1000705,1000705,347489180,,,,0,武进,http://m.weather.com.cn/atad/101191104.html,2014-04-11 09:00:00.0,2014-04-11 12:00:00.0,2014-04-11 12:00:00.0,2014-04-11 21:30:00.0,200,200,2015-12-08 10:00:00.0,2015-12-08 21:30:00.0,2015-12-08 10:00:00.0,2015-12-08 21:30:00.0,2015-12-08 10:00:00.0,2015-12-08 21:30:00.0,2015-12-08 10:00:00.0,2015-12-08 21:30:00.0,2015-12-08 10:00:00.0,2015-12-08 22:00:00.0,2015-12-08 10:00:00.0,2015-12-08 22:00:00.0,2015-12-08 10:00:00.0,2015-12-08 21:30:00.0
000000000000000000000000000001000708,马鞍山万达广场,MAS,,5379,2014-09-19 00:00:00.0,0,0,0,0,0,3,1000708,1000708,1000708,331861891,,,,0,马鞍山,http://m.weather.com.cn/atad/101220501.html,,,,,200,200,2015-11-20 09:00:00.0,2015-11-20 17:30:00.0,2015-11-20 09:00:00.0,2015-11-20 17:30:00.0,2015-11-20 09:00:00.0,2015-11-20 17:30:00.0,2015-11-20 09:00:00.0,2015-11-20 17:30:00.0,2015-11-20 09:00:00.0,2015-11-20 17:30:00.0,2015-11-20 10:00:00.0,2015-11-20 17:00:00.0,2015-11-20 10:00:00.0,2015-11-20 17:00:00.0
000000000000000000000000000001000704,银川西夏万达广场,YCXXWDGC,,5371,2014-07-18 00:00:00.0,0,0,0,0,0,3,1000704,1000704,1000704,396443070,,,,0,银川,http://m.weather.com.cn/atad/101170101.html,2014-04-18 09:00:00.0,2014-04-18 12:00:00.0,2014-04-18 12:00:00.0,2014-04-18 18:00:00.0,200,200,2015-06-26 09:30:00.0,2015-06-26 18:00:00.0,2015-06-26 09:30:00.0,2015-06-26 18:00:00.0,2015-06-26 09:30:00.0,2015-06-26 18:00:00.0,2015-06-26 09:30:00.0,2015-06-26 18:00:00.0,2015-06-26 09:30:00.0,2015-06-26 18:00:00.0,2015-06-26 09:30:00.0,2015-06-26 18:00:00.0,2015-06-26 09:30:00.0,2015-06-26 18:00:00.0
000000000000000000000000000001000706,佛山南海万达广场,FSNH,,5373,2014-08-29 00:00:00.0,0,0,0,0,0,3,1000706,1000706,1000706,185035145,,,,0,南海,http://m.weather.com.cn/atad/101280803.html,2014-04-21 10:00:00.0,2014-04-21 12:00:00.0,2014-04-21 12:00:00.0,2014-04-21 22:00:00.0,200,200,2015-06-26 10:00:00.0,2015-06-26 22:30:00.0,2015-06-26 10:00:00.0,2015-06-26 22:30:00.0,2015-06-26 10:00:00.0,2015-06-26 22:30:00.0,2015-06-26 10:00:00.0,2015-06-26 22:30:00.0,2015-06-26 10:00:00.0,2015-06-26 22:30:00.0,2015-06-26 10:00:00.0,2015-06-26 22:30:00.0,2015-06-26 10:00:00.0,2015-06-26 22:30:00.0
000000000000000000000000000001000707,东莞东城万达广场,DGDC,,5378,2014-09-12 00:00:00.0,0,0,0,0,0,3,1000707,1000707,1000707,240061314,,,,0,东莞,http://m.weather.com.cn/atad/101281601.html,,,,,200,200,2014-10-14 09:30:00.0,2014-10-14 18:00:00.0,2014-10-14 09:30:00.0,2014-10-14 18:00:00.0,2014-10-14 09:30:00.0,2014-10-14 18:00:00.0,2014-10-14 09:30:00.0,2014-10-14 18:00:00.0,2014-10-14 09:30:00.0,2014-10-14 18:00:00.0,2014-10-14 09:30:00.0,2014-10-14 18:00:00.0,2014-10-14 09:30:00.0,2014-10-14 18:00:00.0
000000000000000000000000000001000724,,GZQYSGGS,,1864,,,,,,,,1000724,1000724,1000724,,,,,,,,,,,,200,200,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0,2014-03-04 09:30:00.0,2014-03-04 18:00:00.0
000000000000000000000000000001000545,东莞长安万达广场,DGCA,,5326,2013-07-20 00:00:00.0,0,64400,50100,47000,900,3,1000545,1000545,1000545,16397635,,,,0,东莞,http://m.weather.com.cn/atad/101281601.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0,2015-12-08 09:30:00.0,2015-12-08 18:00:00.0
000000000000000000000000000001000267,厦门湖里万达广场,XMHL,,4361,2011-09-02 00:00:00.0,283488.36,147982.75,23380.47,57443.01,1206,3,1000267,1000267,1000267,67019,,,,0,厦门,http://m.weather.com.cn/atad/101230201.html,2014-03-04 10:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-05-23 09:00:00.0,2014-05-23 22:00:00.0,2014-05-23 09:00:00.0,2014-05-23 22:00:00.0,2014-05-23 09:00:00.0,2014-05-23 22:00:00.0,2014-05-23 09:00:00.0,2014-05-23 22:00:00.0,2014-05-23 09:00:00.0,2014-05-23 22:30:00.0,2014-05-23 09:00:00.0,2014-05-23 22:30:00.0,2014-05-23 09:00:00.0,2014-05-23 22:30:00.0
000000000000000000000000000001000280,广州白云万达广场,GZBY,,4375,2010-12-17 00:00:00.0,173797.11,68564.75,38142.36,65880,1242,3,1000280,1000280,1000280,67159,,,,0,广州,http://m.weather.com.cn/atad/101280101.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0,2015-06-29 09:30:00.0,2015-06-29 18:00:00.0
000000000000000000000000000001000685,金华万达广场,JH,,5377,2014-07-25 00:00:00.0,0,0,0,0,0,3,1000685,1000685,1000685,264050326,,,,0,金华,http://m.weather.com.cn/atad/101210901.html,2014-04-18 10:00:00.0,2014-04-18 12:00:00.0,2014-04-18 12:00:00.0,2014-04-18 22:00:00.0,200,200,2015-06-25 09:30:00.0,2015-06-25 18:00:00.0,2015-06-25 09:30:00.0,2015-06-25 18:00:00.0,2015-06-25 09:30:00.0,2015-06-25 18:00:00.0,2015-06-25 09:30:00.0,2015-06-25 18:00:00.0,2015-06-25 09:30:00.0,2015-06-25 18:00:00.0,2015-06-25 09:30:00.0,2015-06-25 18:00:00.0,2015-06-25 09:30:00.0,2015-06-25 18:00:00.0
000000000000000000000000000001000765,兰州城关万达广场,LZ,,2043,2014-10-24 00:00:00.0,0,0,0,0,0,3,1000765,1000765,1000765,197830134,,,,0,兰州,http://m.weather.com.cn/atad/101160101.html,,,,,200,200,2014-09-24 09:00:00.0,2014-09-24 18:00:00.0,2014-09-24 09:00:00.0,2014-09-24 18:00:00.0,2014-09-24 09:00:00.0,2014-09-24 18:00:00.0,2014-09-24 09:00:00.0,2014-09-24 18:00:00.0,2014-09-24 09:00:00.0,2014-09-24 18:00:00.0,2014-09-24 09:00:00.0,2014-09-24 18:00:00.0,2014-09-24 09:00:00.0,2014-09-24 18:00:00.0
000000000000000000000000000001000772,北京通州万达广场,BJTZ,,2666,2014-11-29 00:00:00.0,0,0,0,0,0,3,1000772,1000772,1000772,426147731,,,,0,通州,http://m.weather.com.cn/atad/101010600.html,,,,,200,200,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0,2015-11-20 10:00:00.0,2015-11-20 22:00:00.0
000000000000000000000000000001000393,莆田万达广场,PT,,4642,2012-12-15 00:00:00.0,0,61500,57500,49000,1820,3,1000393,1000393,1000393,721020,,,,0,莆田,http://m.weather.com.cn/atad/101230401.html,2014-03-04 09:00:00.0,2014-03-04 12:00:00.0,2014-03-04 12:00:00.0,2014-03-04 22:00:00.0,200,200,2014-08-24 09:30:00.0,2014-08-24 18:00:00.0,2014-08-24 09:30:00.0,2014-08-24 18:00:00.0,2014-08-24 09:30:00.0,2014-08-24 18:00:00.0,2014-08-24 09:30:00.0,2014-08-24 18:00:00.0,2014-08-24 09:30:00.0,2014-08-24 18:00:00.0,2014-08-24 09:30:00.0,2014-08-24 18:00:00.0,2014-08-24 09:30:00.0,2014-08-24 18:00:00.0
