entactmgt_tpm_project_clean.projectid,entactmgt_tpm_project_clean.orgid,entactmgt_tpm_project_clean.projectname,entactmgt_tpm_project_clean.jddate,entactmgt_tpm_project_clean.picpath,entactmgt_tpm_project_clean.deleteflag,entactmgt_tpm_project_clean.status,entactmgt_tpm_project_clean.partitionid,entactmgt_tpm_project_clean.creator,entactmgt_tpm_project_clean.createtime,entactmgt_tpm_project_clean.modifieduser,entactmgt_tpm_project_clean.modifiedtime,entactmgt_tpm_project_clean.isbudget,entactmgt_tpm_project_clean.plazaid,entactmgt_tpm_project_clean.plazacode,entactmgt_tpm_project_clean.plazatypeid,entactmgt_tpm_project_clean.isopen,entactmgt_tpm_project_clean.opendate,entactmgt_tpm_project_clean.projecttype,entactmgt_tpm_project_clean.isbugetcontrol,entactmgt_tpm_project_clean.ispopularizetransfer,entactmgt_tpm_project_clean.projectcompanyid,entactmgt_tpm_project_clean.plazaassettypeid,entactmgt_tpm_project_clean.citylevelid
9AACF28D-8AA6-4B5D-907B-89E57B11E928,,成都龙泉驿万达广场,,,false,1,,,,,,true,1001825,CDLQY,4,true,2018-10-26 00:00:00.0,,true,false,371AD813-B1F7-47BB-AF39-69C89D894EC8,1,
983776F6-DDE7-4621-AE7B-8B4B19F0E526,,泉州安溪万达广场,,,false,1,,,,,,true,1001885,QZAX,4,true,2018-12-28 00:00:00.0,,true,false,,1,
F49D152D-9B06-4C81-8CEB-8B88F67FA70C,,沈阳北一路万达广场,,,false,1,,,,,,true,1000392,SYBYL,3,true,2012-08-31 00:00:00.0,1,true,true,8D5D2161-241C-43AD-849B-EBF75BEE7CDD,1,2
1381080F-0689-4F64-87B5-8CAAC08B6DA3,,延安万达广场,,,false,1,,,,,,true,1001785,YA,3,true,2018-02-09 00:00:00.0,,true,false,,1,3
C00530C0-E859-414B-AE19-8D340433CDE0,,黄冈万达广场,,,false,1,,,,,,true,1001649,HG,3,true,2018-06-22 00:00:00.0,,true,false,15799E47-352C-4ABB-BC33-B39D3306A36D,1,3
EBA4198C-6C47-4962-8F9B-8D5545C432C7,,太原龙湖万达广场,,,false,1,,,,,,true,1001008,TYLH,1,true,2015-09-30 00:00:00.0,1,true,false,A3D24E1B-CF9E-4AF2-A947-ADECD6532FC6,1,2
07A4BCE0-680A-4638-AFCD-9078E113B092,,泰州海陵万达广场,,,false,1,,,,,,true,1000273,TZ,2,true,2011-12-09 00:00:00.0,1,true,true,69821790-4AA7-491B-A8B4-5927918B5C8B,1,3
45A71A73-B6D6-432C-9F2F-935FCEDF57B3,,大连高新万达广场,,,false,1,,,,,,true,1000423,DLGX,2,true,2013-05-25 00:00:00.0,1,true,true,2E41CAC8-08AD-4B60-A15E-69D779D70851,1,2
6FF0D2AA-0A79-4EC0-8B71-938745D622A0,,芜湖镜湖万达广场,,,false,1,,,,,,true,1000387,WHJH,3,true,2012-09-07 00:00:00.0,1,true,true,6151D61F-69E1-4308-9E3D-8410055CE224,1,3
A07E5C38-9724-45C5-8915-94C11A1C0F3F,,烟台芝罘万达广场,,,false,1,,,,,,true,1000773,YTZF,2,true,2014-11-21 00:00:00.0,1,true,true,219691D0-2040-428A-971F-2DCDC028A618,1,2
7E357AB9-CA6F-45B9-BA7B-94F4885B96F2,,阜阳颍州万达广场,,,false,1,,,,,,true,1001006,FYYZ,1,true,2015-08-29 00:00:00.0,1,true,false,FFF7588C-DBBF-4162-8DD1-D1641BD2E91C,1,3
EB04D2FC-CB37-4A5C-903E-954CC443C031,,北京通州万达广场,,,false,1,,,,,,true,1000772,BJTZ,1,true,2014-11-29 00:00:00.0,1,true,true,EBD3A884-B38A-4002-9146-DBDC260B9DB5,1,1
62D3B3F8-44C1-4419-B722-95581F1B503A,,宜春万达广场,,,false,1,,,,,,true,1001130,YC,4,true,2016-10-21 00:00:00.0,0,true,true,A9491FAA-6080-43A7-B233-979C3F54A6DD,1,3
359BC46D-C563-4C7C-9F23-96FBF60E1A11,,宁波奉化万达广场,,,false,1,,,,,,true,1001805,NBFH,4,true,2018-05-26 00:00:00.0,,true,false,,1,3
74FE2404-FD41-4FD0-83C6-993A4F75C885,,沈阳铁西万达广场,,,false,1,,,,,,true,1000266,SYTX,3,true,2010-08-20 00:00:00.0,1,true,true,8D5D2161-241C-43AD-849B-EBF75BEE7CDD,1,2
BE31FDC2-95D0-4897-BF64-993A53958B8A,,重庆北碚万达广场,,,false,1,,,,,,true,1001544,ZQB*,4,true,2017-08-25 00:00:00.0,0,true,true,5AEA51C0-AE9F-427F-B2ED-7BEA998287D9,1,2
5CCCB1C2-E4AC-40C0-9F24-9A53B7D41140,,满洲里万达广场,,,false,1,,,,,,true,1000645,MZL,4,true,2014-06-27 00:00:00.0,1,true,true,55E4F8AF-64AB-4A2D-A58F-52F1BEB8B35C,1,3
BC45418A-B30F-4D78-81BB-9B9313A23485,,榆林万达广场,,,false,1,,,,,,true,1001839,YL,4,true,2018-12-22 00:00:00.0,,true,false,,1,
FB8DC2DA-49E5-425D-A591-9C8E76EC906C,,湖北黄石万达广场,,,false,1,,,,,,true,1000887,HBHS,2,true,2015-07-03 00:00:00.0,1,true,false,548F2428-481F-4F41-999A-F7D112E4484D,1,3
727930E1-33BF-4E46-9CCF-9E72B1707EA3,,绵阳CBD万达广场,,,false,1,,,,,,true,1001986,MYCBD,4,true,2018-12-21 00:00:00.0,1,true,false,,1,3
39EB4CC7-66CA-41E1-AB8C-9EFDFCF0E25F,,枣庄万达广场,,,false,1,,,,,,true,1001484,ZZ,3,true,2017-06-29 00:00:00.0,0,true,true,26AB28F3-EE1E-4686-9A80-D6E583C3FE51,1,3
450C8BC9-1D8E-4039-ADF9-9F7B5B83B906,,宿州万达广场,,,false,1,,,,,,true,1001141,SZ,4,true,2016-12-02 00:00:00.0,0,true,true,84E8FA4E-2E37-4319-9E8E-B11866CD9154,1,3
3F1521BE-37DF-47A4-8474-A1FBA9559CE8,,三门峡万达广场,,,false,1,,,,,,true,1001129,SMX,3,true,2016-10-21 00:00:00.0,0,true,true,DB0D4F08-476D-4FA8-A47C-D0C653E136DD,1,3
4A9D6F23-013C-4706-900C-A5824A1A734D,,武汉中央文化区楚河汉街,,,false,1,,,,,,true,1000286,WHZYWHQCHHJ,1,true,2011-09-30 00:00:00.0,1,true,true,A63D9ABA-83B7-4EEE-8070-80302636EFF3,1,2
D20562F2-A918-4C77-B7CD-A69649877574,,北京CBD万达广场,,,false,1,,,,,,true,1001067,BJCBD,1,true,2006-12-28 00:00:00.0,1,false,true,0A20CD99-0EB9-4577-8C76-556CE3C0745D,1,1
2ECEB9E0-A7B9-4F0E-B85B-A713FACD5E5D,,泉州浦西万达广场,,,false,1,,,,,,true,1000391,QZPX,1,true,2012-09-29 00:00:00.0,1,true,true,67009417-AD1B-4AF1-8FCA-87D418FA249F,1,3
25F7F560-E5AD-4106-BB03-A7A373F009AA,,青岛李沧万达广场,,,false,1,,,,,,true,1000396,QDLC,3,true,2012-09-21 00:00:00.0,1,true,true,E721F5F5-15D9-4E6C-B477-F55B09F3E1D0,1,2
540ADB89-6346-4D63-B8C1-A7BDC3E43AEA,,济南高新万达广场,,,false,1,,,,,,true,1001108,JNGX,1,true,2016-06-18 00:00:00.0,,true,false,5489583F-5F4E-4398-9ACD-487865EB35F5,1,2
EB367240-2AD8-4637-9269-A98B1EC403FC,,南昌万达城酒吧街,,,false,1,,,,,,true,1001704,NCWDCJBJ,4,true,2017-05-01 00:00:00.0,,true,false,,1,
2A0A5D67-7A53-4771-A847-AB28E6EC0EFD,,大庆萨尔图万达广场,,,false,1,,,,,,true,1000299,DQSET,2,true,2011-11-25 00:00:00.0,1,true,true,8B7AC9FD-6585-48DA-81DF-6E85E0E6E1AE,1,3
8E297B05-B418-436B-8E48-AB409C83ECEE,,福建三明万达广场,,,false,1,,,,,,true,1001153,FJSM,4,true,2016-12-30 00:00:00.0,,true,false,1684D4B2-2EE1-4F6E-909F-2F75D142A8B1,1,3
FB85FC35-0134-4B5B-B67D-AD733489E2B1,,西安高新万达广场,,,false,1,,,,,,true,1001635,XAGX,3,true,2017-11-18 00:00:00.0,,true,false,B17C3365-94C7-44F4-9F1C-38F7B756586F,1,2
164CADA1-B5E2-4428-AC9C-AD84D7495811,,玉林万达广场,,,false,1,,,,,,true,1001837,YL,4,true,2019-06-28 00:00:00.0,,true,false,,1,
820E1F92-64E8-466E-AA16-AD9E1C38C95F,,泸州万达广场,,,false,1,,,,,,true,1001808,LZ,4,true,2018-06-01 00:00:00.0,,true,false,9C47263B-E644-4074-8F16-9E3753166525,1,
40C56BF3-2054-4B7B-83EB-AEDD8A773612,,重庆沙坪坝万达广场,,,false,1,,,,,,true,1001833,ZQSPB,4,true,2018-11-30 00:00:00.0,,true,false,,1,
1305B78A-6E6A-4C8E-943B-AF563C479889,,青岛东方影都万达茂,,,false,1,,,,,,true,1001744,QDDFYDWDM,4,true,2018-04-28 00:00:00.0,,true,false,,1,2
8E740184-8D05-4FCA-B376-AFFD9B23D24B,,合肥万达城,,,false,1,,,,,,true,1001184,HFWDC,4,true,2016-09-24 00:00:00.0,,true,false,239057AC-37A0-4465-80D7-7C98CB40F0F2,1,2
48228648-6FB7-41E1-AF0F-B037B2BCAD11,,安阳万达广场,,,false,1,,,,,,true,1000907,AY,3,true,2015-07-25 00:00:00.0,1,true,false,E0AB1782-9C28-4C1D-A86D-1FAD37174F15,1,3
E88BC3E8-500E-45A3-B039-B04A3FC835DD,,郑州惠济万达广场,,,false,1,,,,,,true,1001134,ZZHJ,3,true,2016-11-18 00:00:00.0,0,true,true,B7F79D34-9D0B-48C5-9BAD-F0DCD7F8C82E,1,2
368A8091-213C-45CB-9E85-B0B8C0497BC0,,长沙开福万达广场,,,false,1,,,,,,true,1000403,CSKF,2,true,2013-09-27 00:00:00.0,1,true,true,C0BEAD04-E6DD-46B1-B7C0-7D0E10B1D7D3,1,2
E385DEA8-F2ED-43DE-BF47-B1283C06631B,,大庆让胡路万达广场,,,false,1,,,,,,true,1001884,DQRHL,4,true,2018-12-23 00:00:00.0,,true,false,,1,
3FDC8159-EA3A-452C-AC5E-B13E993BAA9E,,重庆万州万达广场,,,false,1,,,,,,true,1000563,CQWZ,1,true,2013-07-05 00:00:00.0,1,true,true,7278ECCC-A3D6-4B07-8B1C-16D15D6E3603,1,3
F4BB6685-2607-4283-B2B2-B1694A185D09,,东莞厚街万达广场,,,false,1,,,,,,true,1001010,DGHJ,2,true,2015-11-06 00:00:00.0,1,true,false,267EDD59-D235-4F72-BFA6-584D656BFBD8,1,3
7222CB38-FAD7-4EA3-A6DA-B3DE0DFDBC48,,南昌青山湖万达广场,,,false,1,,,,,,true,1001838,NCQSH,4,true,2018-12-21 00:00:00.0,,true,false,,1,
99DC9C1F-8144-467E-B6A9-B5530F540CB9,,连云港万达广场,,,false,1,,,,,,true,1001135,LYG,4,true,2016-11-18 00:00:00.0,,true,false,404530DE-4FA3-47BC-AB31-B2D8508F06F8,1,3
B7064112-75D4-4701-999A-B59281D5EA1E,,西安民乐园万达广场,,,false,1,,,,,,true,1000290,XAMLY,1,true,2009-12-19 00:00:00.0,1,true,true,B9F05795-68BF-4B83-9BA7-FE8234EF84E5,1,2
83C2476E-82CB-498C-B525-B85F1C9D20A4,,东莞东城万达广场,,,false,1,,,,,,true,1000707,DGDC,1,true,2014-09-12 00:00:00.0,1,true,true,33D6048E-B42C-4FC9-B363-BD8A22CC5CF7,1,3
58857DE4-825B-44E5-8AC1-B86D1A11305F,,宣城万达广场,,,false,1,,,,,,true,1001641,XC,3,true,2018-06-29 00:00:00.0,,true,false,,1,3
AC03E080-4F28-4637-9F1D-B97A0D8725FC,,上海五角场万达广场,,,false,1,,,,,,true,1000107,SHWJC,1,true,2006-12-23 00:00:00.0,1,true,true,04F63D79-86DF-423B-BAF2-3DA0460DA638,1,1
1694D63A-52AD-42BC-A688-BA98138FE0DD,,嘉兴龙鼎万达广场,,,false,1,,,,,,true,1001807,JXLD,4,true,2018-05-25 00:00:00.0,,true,false,,1,
E0BC57CB-B71C-4D4D-8EF0-BBB876425886,,乌鲁木齐经开万达广场,,,false,1,,,,,,true,1001119,WLMQJK,3,true,2016-08-12 00:00:00.0,0,true,false,FE723104-20B9-46CA-AF4D-5EEEC271C33E,1,2
2F5D9DC3-E321-4F5E-A800-BC7001B2B73E,,东莞虎门万达广场,,,false,1,,,,,,true,1001143,D*HM,2,true,2016-12-16 00:00:00.0,,true,false,C93B8BD6-16E1-4DD6-A3C3-9BB339D1CCEA,1,2
127FA99C-F1E7-48DE-9DC6-BC91227EB61E,,青岛港区万达广场,,,false,1,,,,,,true,1001506,QDGQ,3,true,2017-09-29 00:00:00.0,,true,false,,1,2
FABD407A-2BFC-49E1-8943-BD77C9780E5F,,天津塘沽万达广场,,,false,1,,,,,,true,1001634,TJTG,3,true,2017-12-29 00:00:00.0,,true,false,,1,2
DC5BA3D4-110F-460B-A8E8-BDE68F02463D,,牡丹江万达广场,,,false,1,,,,,,true,1001113,MDJ,4,true,2016-07-22 00:00:00.0,0,true,true,03A3E25E-A800-4C5F-BD0F-8662BCF821B9,1,3
2E0EA4FC-A7DC-4F3B-B3B6-BE04ECA0BEA5,,西湖万达广场,,,false,1,,,,,,true,1001464,XH,3,true,2017-06-23 00:00:00.0,0,true,true,3EC2C5D3-29E7-4DD5-8DC2-619A387CD54E,1,2
B4A74974-DE63-415F-BE08-BF61D9F47BE9,,上海江桥万达广场,,,false,1,,,,,,true,1000108,SHJQ,2,true,2011-06-18 00:00:00.0,1,true,true,0A3C8BD3-426C-47C6-AC9F-A0B02DDE25B2,1,1
581CE113-358A-40B5-AFDB-BFAF62BB0807,,本溪万达广场,,,false,1,,,,,,true,1001828,BX,4,true,2018-12-21 00:00:00.0,,true,false,,1,
E353B4C3-55E9-4873-BF7E-C0D5A86AA1F2,,襄阳万达广场,,,false,1,,,,,,true,1000281,XY,1,true,2010-11-26 00:00:00.0,1,true,true,1104B9B8-D9F0-4C14-90A0-7AFD6042F32C,1,3
CA45497D-E7B3-40A0-805D-C0DE2CBD3AC5,,福清万达广场,,,false,1,,,,,,true,1000768,FQ,2,true,2014-12-05 00:00:00.0,1,true,true,D24A4ED3-5E6A-4E4D-9592-1A3294DA0343,1,3
070D17DF-64FA-4DA3-ABBD-C1EE964224B2,,柳州柳南万达广场,,,false,1,,,,,,true,1001156,LZLN,4,true,2016-12-31 00:00:00.0,0,true,true,015AE761-E0EC-453B-A785-BB4E9EC7F1E7,1,3
E1E65DB0-FF8A-4147-AC8A-C2C52DDF4129,,台州经开万达广场,,,false,1,,,,,,true,1001106,TZJK,3,true,2016-06-17 00:00:00.0,,true,false,0721EA0A-FB26-496D-B63E-B945800C227E,1,3
3DDBAAE8-7A32-4ABC-9963-C3C7567004AA,,成都崇州万达广场,,,false,1,,,,,,true,1001624,CDCZ,4,true,2017-09-01 00:00:00.0,0,true,true,94BC7C11-B5C8-4BEA-BB95-1F860FBFC0D6,1,3
BF8FB470-2271-400F-8E35-C5A15657A4A8,,成都武侯万达广场,,,false,1,,,,,,true,1001645,CDWH,3,true,2017-12-22 00:00:00.0,0,true,false,,1,2
1B369F2C-CB32-4FE8-BBCF-C62AD929B63B,,漳州台商区万达广场,,,false,1,,,,,,true,1001128,ZZTSQ,4,true,2017-01-06 00:00:00.0,0,true,true,1A293E28-CE98-47A3-93A8-CE721A1FEF85,1,3
A2C92AE4-421D-4AA0-8F87-C7334D4AA8C0,,盘锦万达广场,,,false,1,,,,,,true,1001122,PJ,4,true,2016-09-09 00:00:00.0,0,true,true,9D2B7A07-7378-450D-A8F1-F65327991072,1,3
A1A82C2C-93DF-4E9E-AADD-C95AD51D43DD,,大连庄河万达广场,,,false,1,,,,,,true,1001286,DLZH,4,true,2017-08-18 00:00:00.0,0,true,false,B4B2D13C-9B78-448C-AD5F-3FF96FC11A86,1,3
F0618BBF-5972-4645-B5FD-C96A5B785152,,六安万达广场,,,false,1,,,,,,true,1001154,LA,3,true,2016-12-31 00:00:00.0,0,true,true,4A3AB4D3-E2E2-47ED-ADCB-E1A7213FFC2C,1,3
2D1FCD76-BC65-46CA-A4F7-C9BC77CF5C0C,,石嘴山万达广场,,,false,1,,,,,,true,1001632,SZS,3,true,2018-07-06 00:00:00.0,,true,false,,1,3
1D890F7E-45ED-43AB-A105-CA08271B7CA7,,南京江宁万达广场,,,false,1,,,,,,true,1000626,NJJN,1,true,2013-12-21 00:00:00.0,1,true,true,9BCBD779-FF0B-4276-9E05-041C3BC720E3,1,2
AB89D238-F96E-4445-9412-CC6ABAFA98A7,,福州金融街万达广场,,,false,1,,,,,,true,1000272,FZJRJ,2,true,2010-12-22 00:00:00.0,1,true,true,B7C00C2F-A3B6-499D-9916-1BD7FCFC5C54,1,2
6BB19258-3D38-40A1-B09F-CE7EBD20B393,,齐齐哈尔万达广场,,,false,1,,,,,,true,1000906,QQHE,3,true,2015-08-01 00:00:00.0,1,true,true,06BD3893-EF07-4C27-9160-D509DFAD47AF,1,3
0493F09F-1900-4337-A1C5-CEDE41431BDF,,义乌万达广场,,,false,1,,,,,,true,1001118,YW,2,true,2016-09-16 00:00:00.0,,true,false,19051EDB-802A-42CB-8A95-32EE819DEF3B,1,3
D2B21A5E-0215-47A7-A72D-CF7F680543E2,,锦州万达广场,,,false,1,,,,,,true,1001507,JZ,3,true,2017-09-01 00:00:00.0,0,true,true,81773046-3728-43E2-9814-D6DC08106A2B,1,3
CAB84935-B8EA-4D3D-8311-D0B3168C5DBC,,绍兴上虞万达广场,,,false,1,,,,,,true,1001138,SXSY,4,true,2016-11-25 00:00:00.0,0,true,true,CD01C782-E03A-4954-A21F-3916EB3628C9,1,3
37992907-072F-4A76-A369-D2626E4F67C6,,滨州万达广场,,,false,1,,,,,,true,1001152,BZ,4,true,2016-12-30 00:00:00.0,0,true,true,050C4F4E-B43E-4DD5-B640-3FBC75CBB31D,1,3
D016E221-6F5B-4DC0-997F-D37D38780D02,,四川广元万达广场,,,false,1,,,,,,true,1000864,SCGY,2,true,2015-06-05 00:00:00.0,1,true,true,CAC4EC08-0C4D-430D-8570-7F41110EA8FD,1,3
B9B6DEF1-5F0E-4527-A4EA-D456A0D9C89E,,上海宝山万达广场,,,false,1,,,,,,true,1000343,SHBS,1,true,2012-06-29 00:00:00.0,1,true,true,24F2EAC9-6682-4AD9-B95E-7E574E6486EA,1,1
F66E74E8-D095-4C05-BF2E-D4A85BB36492,,泉州城东万达广场,,,false,1,,,,,,true,1001841,QZXGY,2,true,2018-12-22 00:00:00.0,,true,false,,1,3
A91581EF-8B7D-4833-8BED-D4F3D50A69A6,,广州白云万达广场,,,false,1,,,,,,true,1000280,GZBY,1,true,2010-12-17 00:00:00.0,1,true,true,D020CC39-C549-4E3D-8851-5007EAAF1E18,1,1
9C22F0D0-CE63-4658-AC01-D548E2D45660,,丹寨万达小镇,,,false,1,,,,,,true,1001650,DZLYXZ,3,true,2017-06-30 00:00:00.0,0,false,true,,1,3
2386D24C-B1D9-4E18-883A-D7E268860219,,包头青山万达广场,,,false,1,,,,,,true,1000302,BTQS,2,true,2010-11-04 00:00:00.0,1,true,true,51466E42-889E-43DE-ACC0-D794A99E4980,1,3
D8C2A3DA-0DE6-42E3-8BB3-D8E119370DF5,,赤峰万达广场,,,false,1,,,,,,true,1000644,CF,3,true,2014-06-20 00:00:00.0,1,true,true,3DB591E0-9B21-48CD-A81A-7A9BBE600332,1,3
0681AB7E-4BC4-44D9-B7B2-D9DA7B5278DA,,山东泰安万达广场,,,false,1,,,,,,true,1001004,SDTA,3,true,2015-08-21 00:00:00.0,1,true,false,9624AA93-216E-4E20-B2E9-C06A308FA4AE,1,3
4BFCCD57-65F8-4656-A15A-DAD80BDFCD3B,,菏泽万达广场,,,false,1,,,,,,true,1001829,HZ,4,true,2018-11-16 00:00:00.0,,true,false,,1,
4B2C853C-AAD0-45E8-843B-DBDFD4F734A9,,绍兴柯桥万达广场,,,false,1,,,,,,true,1000295,SXKQ,2,true,2010-12-17 00:00:00.0,1,true,true,4D9B9CFE-DA04-4A8D-B297-4FCB81595D81,1,3
51A628E6-CD9D-45E6-B5B8-DC449A1217DF,,四平万达广场,,,false,1,,,,,,true,1001111,SP,4,true,2016-07-01 00:00:00.0,,true,false,5DE84FBA-9D31-4E83-B9C8-226DF86E185A,1,3
ECA7E01C-E7C1-4613-BC6C-DC52FB1AD36C,,辽阳万达广场,,,false,1,,,,,,true,1001139,LY,4,true,2017-07-28 00:00:00.0,0,true,true,82DC640A-8371-49C4-9055-89C8857F9776,1,3
D4B41C01-71B5-48FE-B202-DD8BD7512C34,,蚌埠万达广场,,,false,1,,,,,,true,1000623,BB,2,true,2013-11-29 00:00:00.0,1,true,true,E6B6815E-F741-4765-B06C-400A8981E5DF,1,3
E497270E-E902-4AFF-B0F2-DEAF60EE0940,,北京丰台万达广场,,,false,1,,,,,,true,1001145,BJFT,3,true,2016-12-22 00:00:00.0,,true,false,980F029F-4239-4500-87D6-FE68E5DFD513,1,1
69DAC2E9-BE4A-4B3B-9AE6-E12414858B25,,荆州万达广场,,,false,1,,,,,,true,1000764,JZ,2,true,2014-09-20 00:00:00.0,1,true,true,5B6411E2-409C-4FFE-BF8F-96BF8CD434DC,1,3
2AA54696-9CCD-4995-AD89-E1921D621BDC,,重庆永川万达广场,,,false,1,,,,,,true,1001123,CQYC,4,true,2016-09-16 00:00:00.0,0,true,true,B46F7CB8-6162-4573-95FD-AFBCD0186E8B,1,3
28A9E550-EB1B-46BC-9BFA-E2DDD645D478,,南通通州万达广场,,,false,1,,,,,,true,1001642,NTTZ,4,true,2017-12-15 00:00:00.0,0,true,true,72C777B5-ABEA-4AE9-88A5-193C3C8B48CF,1,3
2E521A03-AFC9-4EE9-9353-E301FFC04810,,中信泰富万达广场,,,false,1,,,,,,true,1001821,ZXTF,4,true,2018-10-01 00:00:00.0,,true,false,,1,
44553000-8C55-4134-8475-E3501626979B,,武威万达广场,,,false,1,,,,,,true,1001823,WW,4,true,2018-10-19 00:00:00.0,,true,false,,1,
AD7D28BB-32E7-4AB0-B565-E38982C83156,,贵港万达广场,,,false,1,,,,,,true,1001846,GG,4,true,2018-12-29 00:00:00.0,,true,false,,1,
B18C2252-449D-44B7-89CA-E663A50A64AE,,绥化万达广场,,,false,1,,,,,,true,1001815,SH,2,true,2018-09-30 00:00:00.0,,true,false,,1,3
FA2CC8A1-A016-4440-BF8C-E7072E1BFF8C,,佛山南海万达广场,,,false,1,,,,,,true,1000706,FSNH,1,true,2014-08-29 00:00:00.0,1,true,true,B2AE8584-27CE-453C-96A4-2D12C2B16B5A,1,2
71B5AFCC-A89A-4110-9B46-E99715AB2094,,西双版纳酒吧街,,,false,1,,,,,,true,1001684,XSBNJBJ,4,true,2015-12-18 00:00:00.0,,true,false,,1,
0B9B5C15-2218-470B-B0E0-EA2AC5A00734,,开封万达广场,,,false,1,,,,,,true,1001831,KF,4,true,2018-09-28 00:00:00.0,,true,false,,1,
FD122012-1BD4-4CB1-B609-EC68522C8189,,呼和浩特万达广场,,,false,1,,,,,,true,1000303,HHHT,1,true,2010-11-05 00:00:00.0,1,true,true,A2557A5E-DB96-4C43-8920-9114EFCD7828,1,2
E864F5DF-C3BA-4DD7-A1E4-EDD2C2E79727,,西安李家村万达广场,,,false,1,,,,,,true,1000293,XALJC,1,true,2008-05-16 00:00:00.0,1,true,true,C7E2C958-7572-44EC-A8CC-0BF85992662D,1,2
6658587C-3168-4F59-B9E3-EE0175EA8097,,许昌万达广场,,,false,1,,,,,,true,1001824,XC,4,true,2018-11-30 00:00:00.0,,true,false,,1,
98592346-0063-4BCB-A34F-EE3BA5E3C00D,,厦门湖里万达广场,,,false,1,,,,,,true,1000267,XMHL,1,true,2011-09-02 00:00:00.0,1,true,true,2F40EBFA-72D0-4EC3-9C6E-A001F34249A7,1,2
7B6B21AB-AB01-485F-8A78-EF4A62FF46F7,,温州平阳万达广场,,,false,1,,,,,,true,1000769,WZPY,4,true,2014-12-06 00:00:00.0,1,true,true,D79C0765-6EA2-4A01-BEBA-ECFE609D58A7,1,2
3BA26A5E-027D-4FCB-B0AC-F0068A558BAE,,上海周浦万达广场,,,false,1,,,,,,true,1000274,SHZP,1,true,2009-09-19 00:00:00.0,1,true,true,215C62E1-E786-437F-A8D4-0E108DDD93BE,1,1
76FA3674-44B4-4C37-9F70-F131B75DEEE6,,合肥万达城酒吧街,,,false,1,,,,,,true,1001664,HFJBJ,4,true,2016-09-24 00:00:00.0,,true,false,,1,
7903C38A-197B-44A5-A00B-F1FE4EF81D9B,,资阳万达广场,,,false,1,,,,,,true,1001107,ZY,4,true,2016-06-17 00:00:00.0,0,true,true,6B16EBCD-BADB-4F43-A0B0-757E21C56662,1,3
82094BD2-B3E2-47EA-8B7C-F24BE305C62F,,蚌埠万达广场室外街二期,,,false,1,,,,,,false,,BB,3,true,2013-11-28 00:00:00.0,1,true,true,,1,3
CD8E3C7C-B911-4E93-AC6D-F2F79E61D3BB,,桂林高新万达广场,,,false,1,,,,,,true,1000924,GLGX,3,true,2015-09-12 00:00:00.0,1,true,false,FFC54DEA-1996-4D62-A761-68707726BDCF,1,3
FD2B790A-4EDF-4294-AD4B-F2FFF2EAFB98,,无锡惠山万达广场,,,false,1,,,,,,true,1000524,WXHS,2,true,2013-06-21 00:00:00.0,1,true,true,042896B5-EAC4-4CDD-9D0E-C5E3694DC20D,1,3
9D6E56D4-9A58-4223-86D7-F4A160D4C622,,南宁万达茂,,,false,1,,,,,,true,1001404,NNWDM,4,true,2017-06-17 00:00:00.0,0,true,false,0F5A83EF-9881-485A-BABD-3C0A3DF21338,1,2
DCDF69D8-BDE9-4738-B87D-F594CD895B80,,兰州城关万达广场,,,false,1,,,,,,true,1000765,LZCG,1,true,2014-10-24 00:00:00.0,1,true,true,9AE959B5-6232-47E6-8855-6087462047D2,1,2
4A190751-3223-4F0B-A387-F5E70978877B,,南京仙林万达茂,,,false,1,,,,,,true,1001809,NJXLWDM,4,true,2018-06-01 00:00:00.0,,true,false,,1,2
F54A257D-671A-4A8C-8452-F7C895A82899,,南昌万达茂广场,,,false,1,,,,,,true,1001164,NCWDMGC,4,true,2016-05-28 00:00:00.0,,true,false,867FF62B-BEB2-4C56-A813-3B2FA01182B2,1,2
2A6EE1AF-275F-4F61-B15D-F7D3C6A16191,,武汉经开万达广场,,,false,1,,,,,,true,1000301,WHJK,1,true,2011-08-27 00:00:00.0,1,true,true,6BDE170A-108D-4812-9E6C-39005D85180B,1,2
C39E4017-C74A-496E-8A1A-F8BE48581231,,鸡西万达广场,,,false,1,,,,,,true,1001112,JX,4,true,2016-07-15 00:00:00.0,,true,false,AC84B89D-C998-4248-AA7F-DAF989AEA3DF,1,3
3C4D1AC4-AD0C-4054-A0FC-F9A9AD8C1EF9,,广州南沙万达广场,,,false,1,,,,,,true,1001015,GZNS,2,true,2015-12-22 00:00:00.0,1,true,false,38075459-960D-488F-B8DD-C919B46FC0BF,1,3
3C166F1F-5D08-4FE0-9E64-F9BED0278879,,清远万达广场,,,false,1,,,,,,true,1001284,QY,3,true,2016-12-29 00:00:00.0,0,true,true,A0E82ED1-223B-409C-A065-10934CA87C99,1,3
157E3A40-68BF-4B89-81D0-FA2312B9E62C,,龙岩万达广场,,,false,1,,,,,,true,1000766,LY,4,true,2014-11-07 00:00:00.0,1,true,true,58A10560-9C55-4D08-9CCA-2F7952E06980,1,3
B25826D9-F6AE-4E45-AF68-FBE75273C6B4,,诸暨万达广场,,,false,1,,,,,,true,1001607,Z*,4,true,2017-08-11 00:00:00.0,0,true,true,EDB6FF5B-C575-4D5B-AA6B-9CF16E28ED34,1,3
